voltage,toa_mean_ns,toa_std_ns
30,,
33,,
36,,
39,,
42,,
45,,
48,,
51,70.3125,
54,57.747395833333336,7.813313759702223
57,47.16796875,3.627768675977873
100,24.648437499999996,0.8498525454208712
140,20.742187499999996,0.5615588190845794
180,18.8671875,0.23437500000000056
220,17.9296875,0.6426543062110976
260,17.1875,0.0
300,17.03125,0.2209708691207966
340,16.6796875,0.7370297759419222
380,16.2890625,0.7903120263277872
420,15.898437500000002,0.4487939567607833
