voltage	tot_avg	tot_std	toa_avg	toa_std	efficiency_tot	efficiency_toa
103	3.871	2.125	10.792	0.415	0.774	0.774
100	4.968	0.18	10.935	0.25	1.0	1.0
97	4.968	0.18	11.0	0.0	1.0	1.0
94	4.677	0.475	11.0	0.0	1.0	1.0
91	4.258	0.445	11.065	0.25	1.0	1.0
88	3.968	0.795	11.167	0.379	0.968	0.968
85	4.032	0.18	11.387	0.495	1.0	1.0
82	4.0	0.0	11.774	0.425	1.0	1.0
79	4.032	0.18	11.806	0.402	1.0	1.0
76	3.935	0.25	12.258	0.445	1.0	1.0
73	3.677	0.475	12.645	0.486	1.0	1.0
70	3.29	0.461	12.968	0.482	1.0	1.0
67	3.032	0.18	13.387	0.558	1.0	1.0
64	3.0	0.0	14.129	0.619	1.0	1.0
61	3.0	0.0	14.903	1.044	1.0	1.0
58	3.0	0.0	15.645	0.798	1.0	1.0
55	2.645	0.551	17.097	1.106	1.0	1.0
52	1.839	0.82	19.839	3.934	1.0	1.0
49	0.968	0.482	22.704	2.88	0.871	0.871
46	0.286	0.46	29.364	6.136	0.258	0.355
43	0.0	0.0	nan	nan	0.0	0.0
40	0.0	0.0	nan	nan	0.0	0.0
37	0.0	0.0	nan	nan	0.0	0.0
34	0.0	0.0	nan	nan	0.0	0.0
31	0.0	0.0	nan	nan	0.0	0.0
28	0.0	0.0	nan	nan	0.0	0.0
