voltage	tot_avg	tot_std	toa_avg	toa_std	efficiency_tot	efficiency_toa
103	3.871	2.125	9.875	0.338	0.774	0.774
100	5.032	0.18	10.0	0.0	1.0	1.0
97	5.032	0.18	10.0	0.0	1.0	1.0
94	4.839	0.374	10.0	0.0	1.0	1.0
91	4.323	0.541	10.065	0.25	1.0	1.0
88	4.065	0.25	10.29	0.461	1.0	1.0
85	4.0	0.0	10.548	0.506	1.0	1.0
82	4.032	0.18	10.935	0.25	1.0	1.0
79	4.0	0.0	11.032	0.18	1.0	1.0
76	3.903	0.301	11.032	0.315	1.0	1.0
73	3.677	0.475	11.323	0.475	1.0	1.0
70	3.29	0.461	11.613	0.558	1.0	1.0
67	3.097	0.301	12.129	0.67	1.0	1.0
64	3.0	0.0	12.419	0.672	1.0	1.0
61	3.0	0.0	12.935	0.772	1.0	1.0
58	3.0	0.0	13.387	0.715	1.0	1.0
55	2.71	0.461	14.419	0.807	1.0	1.0
52	2.161	0.374	15.484	1.122	1.0	1.0
49	2.0	0.365	16.548	1.121	1.0	1.0
46	1.56	0.712	18.724	2.548	0.742	0.935
43	0.368	0.496	22.158	2.63	0.226	0.613
40	0.0	0.0	nan	nan	0.0	0.0
37	0.0	0.0	nan	nan	0.0	0.0
34	0.0	0.0	nan	nan	0.0	0.0
31	0.0	0.0	nan	nan	0.0	0.0
28	0.0	0.0	nan	nan	0.0	0.0
