voltage	tot_avg	tot_std	toa_avg	toa_std	efficiency_tot	efficiency_toa
103	3.871	2.125	10.833	0.381	0.774	0.774
100	4.968	0.18	10.871	0.341	1.0	1.0
97	4.968	0.18	11.0	0.0	1.0	1.0
94	4.871	0.341	11.0	0.0	1.0	1.0
91	4.387	0.495	11.032	0.18	1.0	1.0
88	4.097	0.301	11.323	0.475	1.0	1.0
85	4.0	0.0	11.484	0.508	1.0	1.0
82	4.0	0.0	11.806	0.402	1.0	1.0
79	4.0	0.0	11.968	0.18	1.0	1.0
76	3.903	0.301	12.29	0.529	1.0	1.0
73	3.839	0.374	12.516	0.57	1.0	1.0
70	3.29	0.461	13.0	0.516	1.0	1.0
67	3.032	0.18	13.452	0.568	1.0	1.0
64	3.0	0.0	13.968	0.547	1.0	1.0
61	3.0	0.0	14.806	0.601	1.0	1.0
58	2.968	0.18	15.677	0.909	1.0	1.0
55	2.677	0.599	16.935	1.632	1.0	1.0
52	1.742	0.773	19.71	3.175	1.0	1.0
49	1.032	0.482	23.5	3.305	0.903	0.903
46	0.5	0.572	27.067	3.936	0.452	0.484
43	0.0	0.0	nan	nan	0.0	0.0
40	0.0	0.0	nan	nan	0.0	0.0
37	0.0	0.0	nan	nan	0.0	0.0
34	0.0	0.0	nan	nan	0.0	0.0
31	0.0	0.0	nan	nan	0.0	0.0
28	0.0	0.0	nan	nan	0.0	0.0
