voltage	tot_avg	tot_std	toa_avg	toa_std	efficiency_tot	efficiency_toa
103	3.871	2.125	9.083	0.282	0.774	0.774
100	5.0	0.0	9.097	0.301	1.0	1.0
97	5.0	0.258	9.226	0.425	1.0	1.0
94	4.935	0.25	9.548	0.506	1.0	1.0
91	4.484	0.508	9.839	0.374	1.0	1.0
88	4.065	0.25	9.935	0.25	1.0	1.0
85	4.032	0.18	10.0	0.0	1.0	1.0
82	4.0	0.0	10.0	0.0	1.0	1.0
79	4.0	0.0	10.129	0.428	1.0	1.0
76	4.0	0.0	10.129	0.341	1.0	1.0
73	3.871	0.341	10.387	0.495	1.0	1.0
70	3.613	0.495	10.677	0.475	1.0	1.0
67	3.129	0.341	10.968	0.315	1.0	1.0
64	3.0	0.0	11.065	0.359	1.0	1.0
61	3.0	0.0	11.419	0.502	1.0	1.0
58	3.0	0.0	11.903	0.651	1.0	1.0
55	2.935	0.25	12.355	0.486	1.0	1.0
52	2.677	0.475	12.839	0.638	1.0	1.0
49	2.194	0.402	13.677	0.653	1.0	1.0
46	1.935	0.25	14.516	1.411	1.0	1.0
43	1.903	0.396	16.065	1.806	1.0	1.0
40	1.806	0.402	16.903	1.578	1.0	1.0
37	1.103	0.724	20.0	3.122	0.742	0.806
34	0.038	0.196	23.667	1.633	0.032	0.194
31	0.0	0.0	nan	nan	0.0	0.0
28	0.0	0.0	nan	nan	0.0	0.0
