dac_th	t_up	pixel_x	pixel_y	cap50	cap25	cap_csa_load	efficiency_tot_mu	efficiency_tot_sigma	efficiency_tot_status	efficiency_toa_mu	efficiency_toa_sigma	efficiency_toa_status
12	1	6	6	1	0	0	59.295464405773934	1.7163407261413335	Success	59.09511115352288	1.6783662333964589	Success
18	1	6	6	1	0	0	63.72184581027921	2.126018020068912	Success	63.37999777060345	1.4153115592444023	Success
31	1	6	6	1	0	0	75.3141063261522	2.9195925793092417	Success	74.18300438974426	2.348316882498284	Success
