voltage,tot_mean_ns,tot_std_ns
30,0.0,0.0
33,0.0,0.0
36,0.0,0.0
39,0.0,0.0
42,0.0,0.0
45,0.0,0.0
48,0.0,0.0
51,0.0,0.0
54,10.0,12.716868718359878
57,17.84375,19.8558175249304
100,118.75,12.5
140,169.375,16.37770333919462
180,220.00000000000003,29.790938219532475
220,268.125,29.677081505206438
260,315.625,43.70235500900763
300,351.875,40.690652079644366
340,391.875,48.92064151936958
380,429.375,57.96460845492993
420,458.125,61.01144018406166
