voltage	tot_avg	tot_std	toa_avg	toa_std	efficiency_tot	efficiency_toa
93	3.387	2.376	11.905	0.301	0.677	0.677
90	5.032	0.18	11.935	0.442	1.0	1.0
87	4.774	0.425	12.065	0.25	1.0	1.0
84	4.323	0.475	12.387	0.495	1.0	1.0
81	4.065	0.25	12.839	0.374	1.0	1.0
78	4.0	0.0	12.968	0.315	1.0	1.0
75	4.0	0.0	13.419	0.502	1.0	1.0
72	3.968	0.18	13.774	0.56	1.0	1.0
69	3.903	0.301	14.452	0.768	1.0	1.0
66	3.355	0.486	15.097	0.539	1.0	1.0
63	3.065	0.25	15.645	0.608	1.0	1.0
60	3.032	0.18	16.903	0.746	1.0	1.0
57	2.71	0.588	18.355	1.427	1.0	1.0
54	2.129	0.499	20.194	1.621	1.0	1.0
51	1.903	0.396	21.581	1.979	1.0	1.0
48	1.433	0.504	25.516	3.405	0.968	1.0
45	0.52	0.653	32.647	7.348	0.355	0.548
42	0.0	0.0	nan	nan	0.0	0.0
39	0.0	0.0	nan	nan	0.0	0.0
36	0.0	0.0	nan	nan	0.0	0.0
33	0.0	0.0	nan	nan	0.0	0.0
30	0.0	0.0	nan	nan	0.0	0.0
27	0.0	0.0	nan	nan	0.0	0.0
24	0.0	0.0	nan	nan	0.0	0.0
21	0.0	0.0	nan	nan	0.0	0.0
18	0.0	0.0	nan	nan	0.0	0.0
