voltage	tot_avg	tot_std	toa_avg	toa_std	efficiency_tot	efficiency_toa
83	3.161	1.753	12.417	0.776	0.774	0.774
80	3.839	0.735	13.0	1.203	0.968	0.968
77	4.0	0.0	13.065	0.359	1.0	1.0
74	4.0	0.0	13.419	0.564	1.0	1.0
71	3.935	0.25	14.097	0.79	1.0	1.0
68	3.677	0.475	14.581	1.057	1.0	1.0
65	3.323	0.475	15.129	0.619	1.0	1.0
62	3.161	0.454	15.871	1.31	1.0	1.0
59	2.839	0.454	17.226	1.454	1.0	1.0
56	2.484	0.57	18.677	1.661	1.0	1.0
53	2.097	0.396	21.065	2.594	1.0	1.0
50	1.897	0.409	25.839	5.027	0.935	1.0
47	1.036	0.838	29.955	5.686	0.613	0.71
44	0.0	0.0	nan	nan	0.0	0.0
41	0.0	0.0	nan	nan	0.0	0.0
38	0.0	0.0	nan	nan	0.0	0.0
35	0.0	0.0	nan	nan	0.0	0.0
32	0.0	0.0	nan	nan	0.0	0.0
29	0.0	0.0	nan	nan	0.0	0.0
