voltage	tot_avg	tot_std	toa_avg	toa_std	efficiency_tot	efficiency_toa
50	0.99	0.482	20.045	1.356	0.89	0.89
49	1.03	0.171	20.8	1.99	1.0	1.0
48	1.01	0.101	22.31	2.845	0.98	1.0
47	1.0	0.296	23.521	4.486	0.88	0.96
46	0.807	0.426	26.602	5.572	0.66	0.83
45	0.575	0.497	28.485	6.448	0.46	0.66
44	0.176	0.383	29.84	5.949	0.16	0.25
43	0.01	0.1	25.0	0.0	0.01	0.01
42	0.01	0.101	31.0	5.657	0.01	0.02
41	0.0	0.0	nan	nan	0.0	0.0
40	0.0	0.0	nan	nan	0.0	0.0
39	0.0	0.0	nan	nan	0.0	0.0
38	0.0	0.0	nan	nan	0.0	0.0
37	0.0	0.0	nan	nan	0.0	0.0
36	0.0	0.0	nan	nan	0.0	0.0
35	0.0	0.0	nan	nan	0.0	0.0
34	0.0	0.0	nan	nan	0.0	0.0
33	0.0	0.0	nan	nan	0.0	0.0
32	0.0	0.0	nan	nan	0.0	0.0
31	0.0	0.0	nan	nan	0.0	0.0
30	0.0	0.0	nan	nan	0.0	0.0
