voltage	tot_avg	tot_std	toa_avg	toa_std	efficiency_tot	efficiency_toa
93	3.419	2.292	12.273	1.98	0.71	0.71
90	4.968	0.18	11.935	0.25	1.0	1.0
87	4.581	0.502	12.065	0.25	1.0	1.0
84	4.226	0.425	12.613	0.495	1.0	1.0
81	4.097	0.396	12.645	0.486	1.0	1.0
78	4.0	0.0	12.839	0.374	1.0	1.0
75	4.0	0.0	13.258	0.514	1.0	1.0
72	3.968	0.18	14.0	0.894	1.0	1.0
69	3.806	0.402	14.226	0.425	1.0	1.0
66	3.581	0.502	15.161	0.583	1.0	1.0
63	3.097	0.301	15.806	0.873	1.0	1.0
60	2.968	0.315	17.032	0.836	1.0	1.0
57	2.581	0.502	18.0	1.39	1.0	1.0
54	2.032	0.315	19.452	1.028	1.0	1.0
51	1.839	0.454	21.613	2.201	1.0	1.0
48	1.548	0.506	25.613	2.952	1.0	1.0
45	0.417	0.654	32.267	5.284	0.258	0.484
42	0.0	0.0	nan	nan	0.0	0.0
39	0.0	0.0	nan	nan	0.0	0.0
36	0.0	0.0	nan	nan	0.0	0.0
33	0.0	0.0	nan	nan	0.0	0.0
30	0.0	0.0	nan	nan	0.0	0.0
27	0.0	0.0	nan	nan	0.0	0.0
24	0.0	0.0	nan	nan	0.0	0.0
21	0.0	0.0	nan	nan	0.0	0.0
18	0.0	0.0	nan	nan	0.0	0.0
