voltage	tot_avg	tot_std	toa_avg	toa_std	efficiency_tot	efficiency_toa
50	1.23	0.664	19.778	1.364	0.9	0.9
49	1.24	0.452	20.47	1.466	1.0	1.0
48	1.155	0.363	21.86	3.058	0.97	1.0
47	1.041	0.32	22.814	3.377	0.94	0.97
46	0.978	0.148	24.561	4.577	0.88	0.98
45	0.871	0.402	27.494	5.628	0.72	0.87
