voltage	tot_avg	tot_std	toa_avg	toa_std	efficiency_tot	efficiency_toa
83	0.793	0.491	16.792	1.062	0.71	0.774
80	0.941	0.243	18.333	1.493	0.516	0.968
77	0.167	0.389	20.19	1.914	0.065	0.677
74	0.0	0.0	22.8	0.837	0.0	0.161
71	0.0	0.0	23.5	2.121	0.0	0.065
68	0.0	0.0	nan	nan	0.0	0.0
65	0.0	0.0	nan	nan	0.0	0.0
62	0.0	0.0	nan	nan	0.0	0.0
59	0.0	0.0	nan	nan	0.0	0.0
56	0.0	0.0	nan	nan	0.0	0.0
53	0.0	0.0	nan	nan	0.0	0.0
50	0.0	0.0	nan	nan	0.0	0.0
47	0.0	0.0	nan	nan	0.0	0.0
44	0.0	0.0	nan	nan	0.0	0.0
41	0.0	0.0	nan	nan	0.0	0.0
38	0.0	0.0	nan	nan	0.0	0.0
35	0.0	0.0	nan	nan	0.0	0.0
32	0.0	0.0	nan	nan	0.0	0.0
29	0.0	0.0	nan	nan	0.0	0.0
