voltage	tot_avg	tot_std	toa_avg	toa_std	efficiency_tot	efficiency_toa
83	0.0	0.0	nan	nan	0.0	0.0
80	0.0	0.0	nan	nan	0.0	0.0
77	0.0	0.0	nan	nan	0.0	0.0
74	0.0	0.0	nan	nan	0.0	0.0
71	0.0	0.0	nan	nan	0.0	0.0
68	0.0	0.0	nan	nan	0.0	0.0
65	0.0	0.0	nan	nan	0.0	0.0
62	0.0	0.0	nan	nan	0.0	0.0
59	0.0	0.0	nan	nan	0.0	0.0
56	0.0	0.0	nan	nan	0.0	0.0
53	0.0	0.0	nan	nan	0.0	0.0
50	0.0	0.0	nan	nan	0.0	0.0
47	0.0	0.0	nan	nan	0.0	0.0
44	0.0	0.0	nan	nan	0.0	0.0
41	0.0	0.0	nan	nan	0.0	0.0
38	0.0	0.0	nan	nan	0.0	0.0
35	0.0	0.0	nan	nan	0.0	0.0
32	0.0	0.0	nan	nan	0.0	0.0
29	0.0	0.0	nan	nan	0.0	0.0
