voltage	tot_avg	tot_std	toa_avg	toa_std	efficiency_tot	efficiency_toa
103	3.871	2.125	11.208	0.415	0.774	0.774
100	5.0	0.0	11.548	0.506	1.0	1.0
97	4.871	0.341	11.968	0.315	1.0	1.0
94	4.516	0.508	12.065	0.25	1.0	1.0
91	4.194	0.402	12.29	0.461	1.0	1.0
88	4.032	0.18	12.677	0.475	1.0	1.0
85	4.032	0.18	12.871	0.428	1.0	1.0
82	4.0	0.0	13.29	0.461	1.0	1.0
79	4.0	0.0	13.806	0.477	1.0	1.0
76	3.742	0.445	14.29	0.693	1.0	1.0
73	3.387	0.495	14.645	0.551	1.0	1.0
70	3.129	0.341	15.419	0.564	1.0	1.0
67	3.065	0.25	16.387	0.761	1.0	1.0
64	2.806	0.402	17.097	0.746	1.0	1.0
61	2.226	0.425	18.903	1.326	1.0	1.0
58	1.645	0.486	20.71	1.346	1.0	1.0
55	1.29	0.529	24.6	2.955	0.968	0.968
52	0.615	0.496	29.81	3.683	0.516	0.677
49	0.0	0.0	nan	nan	0.0	0.0
46	0.0	0.0	nan	nan	0.0	0.0
43	0.0	0.0	nan	nan	0.0	0.0
40	0.0	0.0	nan	nan	0.0	0.0
37	0.0	0.0	nan	nan	0.0	0.0
34	0.0	0.0	nan	nan	0.0	0.0
31	0.0	0.0	nan	nan	0.0	0.0
28	0.0	0.0	nan	nan	0.0	0.0
