voltage	tot_avg	tot_std	toa_avg	toa_std	efficiency_tot	efficiency_toa
83	3.387	1.726	12.4	0.645	0.806	0.806
80	4.097	0.301	12.548	0.568	1.0	1.0
77	4.032	0.18	13.032	0.482	1.0	1.0
74	4.0	0.0	13.387	0.495	1.0	1.0
71	3.903	0.301	14.355	1.723	1.0	1.0
68	3.71	0.461	14.161	1.157	1.0	1.0
65	3.258	0.445	15.097	1.012	1.0	1.0
62	3.161	0.374	15.581	0.958	1.0	1.0
59	2.839	0.374	17.387	1.585	1.0	1.0
56	2.226	0.56	19.129	3.253	1.0	1.0
53	1.968	0.18	21.774	2.526	1.0	1.0
50	1.8	0.551	24.567	4.207	0.935	0.968
47	0.828	0.805	29.579	5.004	0.548	0.613
44	0.0	0.0	nan	nan	0.0	0.0
41	0.0	0.0	nan	nan	0.0	0.0
38	0.0	0.0	nan	nan	0.0	0.0
35	0.0	0.0	nan	nan	0.0	0.0
32	0.0	0.0	nan	nan	0.0	0.0
29	0.0	0.0	nan	nan	0.0	0.0
