voltage	tot_avg	tot_std	toa_avg	toa_std	efficiency_tot	efficiency_toa
103	5.161	2.865	9.208	0.415	0.774	0.774
100	6.258	0.445	9.387	0.495	1.0	1.0
97	6.097	0.301	9.71	0.461	1.0	1.0
94	6.0	0.0	9.871	0.341	1.0	1.0
91	6.0	0.0	9.968	0.18	1.0	1.0
88	5.871	0.341	9.968	0.18	1.0	1.0
85	5.677	0.475	10.0	0.0	1.0	1.0
82	5.161	0.374	10.065	0.25	1.0	1.0
79	5.161	0.374	10.29	0.461	1.0	1.0
76	5.065	0.25	10.645	0.486	1.0	1.0
73	4.935	0.25	11.0	0.365	1.0	1.0
70	4.968	0.18	11.065	0.359	1.0	1.0
67	4.806	0.402	11.419	0.502	1.0	1.0
64	4.387	0.495	11.742	0.575	1.0	1.0
61	4.194	0.402	12.0	0.577	1.0	1.0
58	3.968	0.18	12.452	0.568	1.0	1.0
55	4.0	0.0	13.419	0.72	1.0	1.0
52	4.032	0.18	13.903	0.651	1.0	1.0
49	3.839	0.374	14.581	0.765	1.0	1.0
46	3.548	0.506	15.323	0.871	1.0	1.0
43	3.258	0.682	16.677	1.351	1.0	1.0
40	2.387	0.558	18.258	1.182	1.0	1.0
37	2.032	0.18	21.452	2.656	1.0	1.0
34	1.581	0.807	27.462	5.928	0.839	0.839
31	0.323	0.653	33.857	8.355	0.226	0.226
28	0.0	0.0	nan	nan	0.0	0.0
