voltage	tot_avg	tot_std	toa_avg	toa_std	efficiency_tot	efficiency_toa
83	3.355	1.889	12.583	0.504	0.774	0.774
80	4.032	0.18	12.774	0.497	1.0	1.0
77	4.065	0.25	13.097	0.301	1.0	1.0
74	4.0	0.0	13.355	0.551	1.0	1.0
71	3.935	0.25	13.839	0.523	1.0	1.0
68	3.742	0.445	14.452	0.568	1.0	1.0
65	3.387	0.495	15.29	1.216	1.0	1.0
62	3.032	0.18	16.0	0.931	1.0	1.0
59	2.935	0.25	17.387	1.944	1.0	1.0
56	2.355	0.486	19.323	1.72	1.0	1.0
53	2.032	0.315	20.548	1.71	1.0	1.0
50	1.903	0.396	24.355	3.791	1.0	1.0
47	0.933	0.64	28.875	5.186	0.742	0.774
44	0.065	0.25	30.5	7.778	0.065	0.065
41	0.0	0.0	nan	nan	0.0	0.0
38	0.0	0.0	nan	nan	0.0	0.0
35	0.0	0.0	nan	nan	0.0	0.0
32	0.0	0.0	nan	nan	0.0	0.0
29	0.0	0.0	nan	nan	0.0	0.0
