voltage	tot_avg	tot_std	toa_avg	toa_std	efficiency_tot	efficiency_toa
103	3.0	1.673	17.417	0.504	0.774	0.774
100	3.419	0.672	17.935	0.442	1.0	1.0
97	2.419	0.564	18.323	0.599	1.0	1.0
94	2.032	0.18	18.935	0.512	1.0	1.0
91	2.0	0.0	19.548	0.624	1.0	1.0
88	2.0	0.0	20.355	0.608	1.0	1.0
85	1.968	0.18	21.387	0.919	1.0	1.0
82	1.903	0.301	22.871	1.231	1.0	1.0
79	1.387	0.495	24.129	1.258	1.0	1.0
76	1.0	0.0	27.742	2.529	1.0	1.0
73	0.885	0.326	30.25	2.876	0.742	0.903
70	0.0	0.0	nan	nan	0.0	0.0
67	0.0	0.0	nan	nan	0.0	0.0
64	0.0	0.0	nan	nan	0.0	0.0
61	0.0	0.0	nan	nan	0.0	0.0
58	0.0	0.0	nan	nan	0.0	0.0
55	0.0	0.0	nan	nan	0.0	0.0
52	0.0	0.0	nan	nan	0.0	0.0
49	0.0	0.0	nan	nan	0.0	0.0
46	0.0	0.0	nan	nan	0.0	0.0
43	0.0	0.0	nan	nan	0.0	0.0
40	0.0	0.0	nan	nan	0.0	0.0
37	0.0	0.0	nan	nan	0.0	0.0
34	0.0	0.0	nan	nan	0.0	0.0
31	0.0	0.0	nan	nan	0.0	0.0
28	0.0	0.0	nan	nan	0.0	0.0
