voltage	tot_avg	tot_std	toa_avg	toa_std	efficiency_tot	efficiency_toa
103	4.387	0.495	13.161	0.374	1.0	1.0
100	4.097	0.301	13.677	0.541	1.0	1.0
97	4.032	0.18	13.71	0.529	1.0	1.0
94	4.0	0.0	14.097	0.473	1.0	1.0
91	4.0	0.0	14.355	0.486	1.0	1.0
88	3.935	0.25	14.968	0.547	1.0	1.0
85	3.742	0.445	15.323	0.541	1.0	1.0
82	3.226	0.425	16.065	0.574	1.0	1.0
79	3.065	0.359	16.677	0.702	1.0	1.0
76	2.935	0.25	17.226	0.805	1.0	1.0
73	2.419	0.502	18.355	0.915	1.0	1.0
70	2.032	0.315	19.677	1.137	1.0	1.0
67	1.774	0.425	21.323	1.777	1.0	1.0
64	1.226	0.425	23.871	2.202	1.0	1.0
61	0.9	0.403	28.0	3.374	0.839	0.871
58	0.233	0.43	31.125	4.912	0.226	0.258
55	0.0	0.0	nan	nan	0.0	0.0
52	0.0	0.0	nan	nan	0.0	0.0
49	0.0	0.0	nan	nan	0.0	0.0
46	0.0	0.0	nan	nan	0.0	0.0
43	0.0	0.0	nan	nan	0.0	0.0
40	0.0	0.0	nan	nan	0.0	0.0
37	0.0	0.0	nan	nan	0.0	0.0
34	0.0	0.0	nan	nan	0.0	0.0
31	0.0	0.0	nan	nan	0.0	0.0
28	0.0	0.0	nan	nan	0.0	0.0
