row,col,metric,n_points,threshold,dispersion,success
12,1,efficiency_toa,20,63.01958371252266,1.806464795534389,True
12,2,efficiency_toa,20,64.1408508078017,0.688917434238497,True
12,3,efficiency_toa,20,67.15244432448517,2.1097253794968913,True
12,4,efficiency_toa,20,64.77879949851894,1.1989521145233355,True
12,5,efficiency_toa,20,64.89672670182051,1.612018178196995,True
12,6,efficiency_toa,20,65.99978425519203,1.5370612705283222,True
12,7,efficiency_toa,20,66.31017132968302,1.2462685713304815,True
13,0,efficiency_toa,20,65.16449984432181,2.292114598212963,True
13,1,efficiency_toa,20,64.90046609177622,1.3855907304023156,True
13,2,efficiency_toa,20,63.414565127138516,2.1866620688331153,True
13,3,efficiency_toa,20,66.68272271673969,2.2944723875691224,True
13,4,efficiency_toa,20,66.50013761258911,1.3411110686797967,True
13,5,efficiency_toa,20,66.64468893811579,2.1602742818393557,True
13,6,efficiency_toa,20,65.41387271569934,1.8992012711154982,True
13,7,efficiency_toa,20,66.80184913908614,1.9506309772263954,True
14,0,efficiency_toa,20,65.05063531692348,2.0335423051511734,True
14,1,efficiency_toa,20,66.28185849111203,2.72817214728249,True
14,2,efficiency_toa,20,66.82852912306684,1.8602042368256402,True
14,3,efficiency_toa,20,61.49986241346353,1.341111269714268,True
14,4,efficiency_toa,20,64.35462732349426,0.6408332573174534,True
14,5,efficiency_toa,20,66.27542223150289,2.1410731066124065,True
14,6,efficiency_toa,20,66.25942243835472,1.9972614840767091,True
14,7,efficiency_toa,20,64.78530268886517,1.6867441332845319,True
15,0,efficiency_toa,20,65.80176314544674,1.3943726032583579,True
15,1,efficiency_toa,20,64.63584799929113,1.9792262321263645,True
15,2,efficiency_toa,20,65.29787006114391,1.3104634176614103,True
15,3,efficiency_toa,20,62.80166500611053,1.5908375038504312,True
15,4,efficiency_toa,20,65.19202939159783,2.094081975708768,True
15,5,efficiency_toa,20,61.23862094628081,0.6417024116284648,True
15,6,efficiency_toa,20,68.30060354473012,1.9848266460401418,True
15,7,efficiency_toa,20,66.52118951384095,1.6189892771158678,True
16,0,efficiency_toa,20,64.30827582146918,1.0793489511895213,True
16,1,efficiency_toa,20,64.56881579477349,2.3848282736644406,True
16,2,efficiency_toa,20,65.29546440087088,1.7163407672054256,True
16,3,efficiency_toa,20,65.39337509950319,2.0832965062871818,True
16,4,efficiency_toa,20,63.84176088307073,2.4060537065128984,True
16,5,efficiency_toa,20,61.067491637051845,2.2993879337920378,True
16,6,efficiency_toa,20,64.28732807452187,2.536054189590376,True
16,7,efficiency_toa,20,65.1001468937087,1.4619366902377076,True
17,0,efficiency_toa,20,63.04078201175567,2.2782487223045,True
17,1,efficiency_toa,20,63.445539709374735,1.8075528648778814,True
17,2,efficiency_toa,20,65.18631076993695,1.1978539884642603,True
17,3,efficiency_toa,20,65.63519828038781,2.3934059583281138,True
17,4,efficiency_toa,20,65.50000000001918,1.966234432743122,True
17,5,efficiency_toa,20,60.70589225877584,1.4146023632209863,True
17,6,efficiency_toa,20,68.90049691490611,1.4723645687303615,True
17,7,efficiency_toa,20,65.29787006114391,1.3104634176614103,True
18,0,efficiency_toa,20,66.01212399763195,1.764497756151924,True
18,1,efficiency_toa,20,66.44553966490636,1.8075525800858627,True
18,2,efficiency_toa,20,64.4121598215035,1.5770495134925246,True
18,3,efficiency_toa,20,66.8515068756921,1.30268046773091,True
18,4,efficiency_toa,20,63.75266031820501,1.5977989353311668,True
18,5,efficiency_toa,20,66.31017132968302,1.2462685713304815,True
18,6,efficiency_toa,20,66.48827716800695,2.0216624880134106,True
18,7,efficiency_toa,20,63.738960014856,1.8449734884615248,True
19,0,efficiency_toa,20,63.50013760588703,1.3411111109340628,True
19,1,efficiency_toa,20,63.69895039456867,0.655415825824037,True
19,2,efficiency_toa,20,66.03652823385066,2.0019790284663292,True
19,3,efficiency_toa,20,66.30035307057749,1.5516007080892371,True
19,4,efficiency_toa,20,64.06756891746787,1.41972685580672,True
19,5,efficiency_toa,20,66.74936012621956,2.125190177295098,True
19,6,efficiency_toa,20,65.49999999999996,1.1548787634759163,True
19,7,efficiency_toa,20,65.10138630297494,1.464584991339348,True
20,0,efficiency_toa,20,64.30196400266102,1.866032902755744,True
20,1,efficiency_toa,20,64.08768199164622,2.159664262491447,True
20,2,efficiency_toa,20,67.5953361662334,1.2950894081055953,True
20,3,efficiency_toa,20,64.47608601394282,1.7035050669012128,True
20,4,efficiency_toa,20,65.2788280846764,1.9996712965788386,True
20,5,efficiency_toa,20,66.27542223150289,2.1410731066124065,True
20,6,efficiency_toa,20,63.983423991594925,1.6180157079878685,True
20,7,efficiency_toa,20,64.77879949851894,1.1989521145233355,True
21,0,efficiency_toa,20,66.3526083922201,1.913732264486175,True
21,1,efficiency_toa,20,66.42118337347422,0.5844528987874241,True
21,2,efficiency_toa,20,64.61077734557574,2.2194504368066297,True
21,3,efficiency_toa,20,63.53267942469929,1.021598218060632,True
21,4,efficiency_toa,20,65.49999999857629,1.326071908891531,True
21,5,efficiency_toa,20,64.49033177255494,2.9422937819512693,True
21,6,efficiency_toa,20,67.2260817919545,1.80207805502203,True
21,7,efficiency_toa,20,66.76384168854563,1.6712666553086069,True
22,0,efficiency_toa,20,62.50000000000112,1.732483978787433,True
22,1,efficiency_toa,20,63.10567038077372,1.6440466604491613,True
22,2,efficiency_toa,20,65.72874141377201,2.421316630020039,True
22,3,efficiency_toa,20,61.478810488647234,1.6189896744999783,True
22,4,efficiency_toa,20,64.03651586224628,1.8236316648644175,True
22,5,efficiency_toa,20,63.63835121483938,1.6548698619967168,True
22,6,efficiency_toa,20,65.91923626511137,1.9110541365373706,True
22,7,efficiency_toa,20,64.34323597061363,2.224185208637236,True
23,0,efficiency_toa,20,64.03113020251863,1.8015962294150651,True
23,1,efficiency_toa,20,63.66693351195821,1.8993158782317967,True
23,2,efficiency_toa,20,64.17940916408662,2.408763727188761,True
23,3,efficiency_toa,20,62.70999145529408,1.7385860957485861,True
23,4,efficiency_toa,20,65.19599769869811,1.833553270543641,True
23,5,efficiency_toa,20,65.80166496365543,1.5908375303436517,True
23,6,efficiency_toa,20,65.20655816379573,1.6122762433796005,True
23,7,efficiency_toa,20,64.98787597471261,1.7644978911140032,True
24,0,efficiency_toa,20,65.95942455670219,2.2306579060195757,True
24,1,efficiency_toa,20,65.60614627054375,1.6290400915059144,True
24,2,efficiency_toa,20,65.91587555581432,1.739352776545302,True
24,3,efficiency_toa,20,65.80980538303079,1.815395726110794,True
24,4,efficiency_toa,20,63.822802523378904,2.3599109239378135,True
24,5,efficiency_toa,20,63.72185821403516,2.1260429453801084,True
24,6,efficiency_toa,20,64.51991545338021,0.6022767928312709,True
24,7,efficiency_toa,20,64.34521976708675,2.5502931496750363,True
25,0,efficiency_toa,20,63.88915000854345,1.661085587122534,True
25,1,efficiency_toa,20,66.30035307057749,1.5516007080892371,True
25,2,efficiency_toa,20,64.78530268886517,1.6867441332845319,True
25,3,efficiency_toa,20,65.80400230531716,1.833553261663133,True
25,4,efficiency_toa,20,65.8296339756908,1.898399386590023,True
25,5,efficiency_toa,20,65.15381318671868,2.5079389456392747,True
25,6,efficiency_toa,20,62.701412601674875,1.5035820267305722,True
25,7,efficiency_toa,20,64.8457672478913,2.078662391528902,True
26,0,efficiency_toa,20,64.59124902246657,1.6303521057042474,True
26,1,efficiency_toa,20,64.59533616803705,1.2950894174877539,True
26,2,efficiency_toa,20,65.70878518893848,1.9536383807298492,True
26,3,efficiency_toa,20,65.80264144426613,1.392578043580237,True
26,4,efficiency_toa,20,64.89672670182051,1.612018178196995,True
26,5,efficiency_toa,20,65.06166322726006,2.6530110412376415,True
26,6,efficiency_toa,20,66.05367577746536,2.0713943112824555,True
26,7,efficiency_toa,20,64.55445980645644,1.8075545335436964,True
27,0,efficiency_toa,20,66.41436861048687,1.7109788703402244,True
27,1,efficiency_toa,20,66.96347963108451,1.8236374755013183,True
27,2,efficiency_toa,20,64.39960009772483,1.3827167618055847,True
27,3,efficiency_toa,20,65.382152904103,2.539457819298179,True
27,4,efficiency_toa,20,61.78674785310533,1.2185920355618904,True
27,5,efficiency_toa,20,66.54998730893698,0.692836126584372,True
27,6,efficiency_toa,20,66.30236435796252,1.5114366724771653,True
27,7,efficiency_toa,20,65.91018538416503,1.2650609615680446,True
28,0,efficiency_toa,20,64.51873316347398,1.4668426927287912,True
28,1,efficiency_toa,20,65.50000000001918,1.966234432743122,True
28,2,efficiency_toa,20,66.21469722746245,1.6867437796853444,True
28,3,efficiency_toa,20,62.29121479161871,1.9536385617925023,True
28,4,efficiency_toa,20,63.52118945437025,1.6189890780837137,True
28,5,efficiency_toa,20,68.29787015304568,1.310463438330878,True
28,6,efficiency_toa,20,66.13365692982339,1.1519027707317755,True
28,7,efficiency_toa,20,66.09781725628181,1.3988193097433863,True
29,0,efficiency_toa,20,66.96870581106482,2.3080293369382754,True
29,1,efficiency_toa,20,63.93391188262144,1.9772583099851821,True
29,2,efficiency_toa,20,62.0893328767582,1.2618488075716738,True
29,3,efficiency_toa,20,61.301965793648634,1.866029267426774,True
29,4,efficiency_toa,20,65.61077361269835,2.3181555174043407,True
29,5,efficiency_toa,20,64.87257187367382,1.8483283478787522,True
29,6,efficiency_toa,20,67.0312934384027,2.308030470804895,True
29,7,efficiency_toa,20,68.16363008725595,2.119318267288041,True
30,0,efficiency_toa,20,66.69386219091149,2.3444568350079797,True
30,1,efficiency_toa,20,65.80451231440172,1.6063821431092251,True
30,2,efficiency_toa,20,65.19019464409203,1.8153955464430889,True
30,3,efficiency_toa,20,64.9592188615782,2.2782470194449074,True
30,4,efficiency_toa,20,64.1925044441779,1.8410597284327264,True
30,5,efficiency_toa,20,65.80218930857762,1.3873373042812327,True
30,6,efficiency_toa,20,65.00187858159455,1.5410333455947507,True
30,7,efficiency_toa,20,64.37988077446649,2.0454444462451415,True
31,0,efficiency_toa,20,67.96347169373973,2.001979342154459,True
31,1,efficiency_toa,20,65.90049692347768,1.4723646389050637,True
31,2,efficiency_toa,20,65.49999999857629,1.326071908891531,True
31,3,efficiency_toa,20,65.99978425519203,1.5370612705283222,True
31,4,efficiency_toa,20,65.81826525140445,1.851412979883763,True
31,5,efficiency_toa,20,64.69763564254842,1.5114366708354166,True
31,6,efficiency_toa,20,63.70759320173744,1.6796109127494063,True
31,7,efficiency_toa,20,66.7739182201136,1.8020781038621199,True
