voltage	tot_avg	tot_std	toa_avg	toa_std	efficiency_tot	efficiency_toa
103	5.419	2.975	9.0	0.0	0.774	0.774
100	7.0	0.0	9.0	0.0	1.0	1.0
97	6.871	0.341	9.0	0.0	1.0	1.0
94	6.677	0.541	9.032	0.18	1.0	1.0
91	6.484	0.508	9.065	0.25	1.0	1.0
88	6.29	0.461	9.258	0.445	1.0	1.0
85	6.097	0.301	9.452	0.506	1.0	1.0
82	6.0	0.0	9.71	0.461	1.0	1.0
79	5.903	0.301	9.903	0.301	1.0	1.0
76	5.903	0.301	10.0	0.0	1.0	1.0
73	5.516	0.508	10.0	0.258	1.0	1.0
70	5.226	0.425	10.258	0.445	1.0	1.0
67	5.065	0.25	10.484	0.508	1.0	1.0
64	5.0	0.258	10.839	0.374	1.0	1.0
61	5.0	0.0	11.0	0.258	1.0	1.0
58	4.806	0.477	11.226	0.497	1.0	1.0
55	4.581	0.502	11.742	0.631	1.0	1.0
52	4.419	0.502	12.258	0.631	1.0	1.0
49	4.032	0.18	12.871	0.619	1.0	1.0
46	4.032	0.18	13.452	0.624	1.0	1.0
43	3.968	0.18	14.581	0.848	1.0	1.0
40	3.968	0.18	15.226	1.023	1.0	1.0
37	3.774	0.425	16.387	1.585	1.0	1.0
34	3.129	0.619	18.387	1.585	1.0	1.0
31	2.516	0.724	22.355	4.557	1.0	1.0
28	1.5	0.974	27.542	5.082	0.742	0.774
