voltage	tot_avg	tot_std	toa_avg	toa_std	efficiency_tot	efficiency_toa
103	4.0	0.0	15.71	0.461	1.0	1.0
100	4.0	0.0	16.0	0.258	1.0	1.0
97	4.0	0.0	16.258	0.445	1.0	1.0
94	3.935	0.25	16.645	0.551	1.0	1.0
91	3.677	0.475	17.097	0.473	1.0	1.0
88	3.355	0.486	17.645	0.551	1.0	1.0
85	2.71	0.588	18.29	0.643	1.0	1.0
82	2.194	0.402	18.935	0.629	1.0	1.0
79	2.0	0.0	19.71	0.529	1.0	1.0
76	2.0	0.0	21.226	1.023	1.0	1.0
73	1.871	0.341	22.677	2.286	1.0	1.0
70	1.419	0.502	24.581	1.544	1.0	1.0
67	0.897	0.31	27.964	3.226	0.839	0.903
64	0.655	0.484	31.048	3.232	0.613	0.677
61	0.032	0.18	32.0	0.0	0.032	0.032
58	0.0	0.0	nan	nan	0.0	0.0
55	0.0	0.0	nan	nan	0.0	0.0
52	0.0	0.0	nan	nan	0.0	0.0
49	0.0	0.0	nan	nan	0.0	0.0
46	0.0	0.0	nan	nan	0.0	0.0
43	0.0	0.0	nan	nan	0.0	0.0
40	0.0	0.0	nan	nan	0.0	0.0
37	0.0	0.0	nan	nan	0.0	0.0
34	0.0	0.0	nan	nan	0.0	0.0
31	0.0	0.0	nan	nan	0.0	0.0
28	0.0	0.0	nan	nan	0.0	0.0
