voltage	tot_avg	tot_std	toa_avg	toa_std	efficiency_tot	efficiency_toa
103	3.29	0.739	18.452	0.568	1.0	1.0
100	2.323	0.541	18.903	0.396	1.0	1.0
97	2.065	0.25	19.581	0.564	1.0	1.0
94	2.0	0.0	20.161	0.523	1.0	1.0
91	2.0	0.0	21.226	0.717	1.0	1.0
88	2.0	0.0	22.129	0.885	1.0	1.0
85	1.903	0.301	23.548	0.768	1.0	1.0
82	1.452	0.506	24.903	1.136	1.0	1.0
79	1.067	0.365	27.8	2.124	0.935	0.968
76	0.708	0.464	30.958	4.059	0.548	0.774
73	0.276	0.455	31.8	3.048	0.258	0.323
70	0.0	0.0	nan	nan	0.0	0.0
67	0.0	0.0	nan	nan	0.0	0.0
64	0.0	0.0	nan	nan	0.0	0.0
61	0.0	0.0	nan	nan	0.0	0.0
58	0.0	0.0	nan	nan	0.0	0.0
55	0.0	0.0	nan	nan	0.0	0.0
52	0.0	0.0	nan	nan	0.0	0.0
49	0.0	0.0	nan	nan	0.0	0.0
46	0.0	0.0	nan	nan	0.0	0.0
43	0.0	0.0	nan	nan	0.0	0.0
40	0.0	0.0	nan	nan	0.0	0.0
37	0.0	0.0	nan	nan	0.0	0.0
34	0.0	0.0	nan	nan	0.0	0.0
31	0.0	0.0	nan	nan	0.0	0.0
28	0.0	0.0	nan	nan	0.0	0.0
