row,col,tdac_code,tup,mu,sigma
21,5,24,0,27.4,1.41
21,5,31,0,10.22,1.83
21,6,0,1,53.1,1.82
21,6,8,1,60.36,1.65
21,6,16,1,68.3,1.51
21,6,24,1,78.4,1.62
21,6,31,1,85.49,1.77
21,6,0,0,54.4,2.52
21,6,8,0,46.64,1.65
21,6,16,0,37.7,1.98
21,6,24,0,26.9,1.39
21,6,31,0,-147.21,36.62
21,7,0,1,63.3,1.31
21,7,8,1,69.36,1.76
21,7,16,1,77.76,0.95
21,7,24,1,85.9,1.82
21,7,31,1,94.1,1.47
21,7,0,0,65.0,1.32
21,7,8,0,56.14,0.7
21,7,16,0,48.59,1.57
21,7,24,0,40.49,1.4
21,7,31,0,32.31,3.32
22,0,0,1,40.96,1.38
22,0,8,1,46.6,1.42
22,0,16,1,54.1,1.61
22,0,24,1,61.0,1.34
22,0,31,1,67.92,1.91
22,0,0,0,42.59,1.57
22,0,8,0,35.9,1.39
22,0,16,0,27.17,1.86
22,0,24,0,19.45,1.92
22,0,31,0,-147.21,36.62
22,1,0,1,45.7,1.31
22,1,8,1,50.57,1.19
22,1,16,1,57.0,1.32
22,1,24,1,64.0,1.33
22,1,31,1,70.4,1.62
22,1,0,0,47.36,1.98
22,1,8,0,42.14,1.01
22,1,16,0,35.1,1.39
22,1,24,0,28.77,1.8
22,1,31,0,21.64,1.76
22,2,0,1,52.9,1.74
22,2,8,1,60.03,1.8
22,2,16,1,67.3,1.87
22,2,24,1,75.28,2.19
22,2,31,1,83.4,1.33
22,2,0,0,54.4,1.38
22,2,8,0,48.28,2.32
22,2,16,0,39.22,2.17
22,2,24,0,30.7,1.72
22,2,31,0,23.4,1.84
22,3,0,1,42.27,2.42
22,3,8,1,48.24,0.65
22,3,16,1,55.29,1.41
22,3,24,1,61.6,0.87
22,3,31,1,66.9,1.61
22,3,0,0,44.3,1.6
22,3,8,0,37.82,1.43
22,3,16,0,30.06,1.62
22,3,24,0,22.96,1.38
22,3,31,0,16.78,1.21
22,4,0,1,53.17,1.86
22,4,8,1,57.69,1.25
22,4,16,1,62.82,1.85
22,4,24,1,70.36,0.56
22,4,31,1,75.4,1.38
22,4,0,0,55.29,1.95
22,4,8,0,49.43,2.19
22,4,16,0,42.36,1.65
22,4,24,0,35.3,1.54
22,4,31,0,30.3,2.35
22,5,0,1,46.64,0.64
22,5,8,1,52.39,2.08
22,5,16,1,59.5,1.33
22,5,24,1,65.78,1.2
22,5,31,1,71.24,1.92
22,5,0,0,48.8,1.45
22,5,8,0,41.57,0.57
22,5,16,0,34.08,1.91
22,5,24,0,27.0,1.54
22,5,31,0,20.9,1.68
22,6,0,1,57.0,1.32
22,6,8,1,64.8,1.39
22,6,16,1,73.42,1.95
22,6,24,1,82.44,1.82
22,6,31,1,89.81,0.66
22,6,0,0,59.49,1.4
22,6,8,0,51.6,1.9
22,6,16,0,43.5,1.16
22,6,24,0,35.09,2.16
22,6,31,0,27.13,1.85
22,7,0,1,47.25,0.66
22,7,8,1,53.22,1.2
22,7,16,1,58.87,1.85
22,7,24,1,66.4,1.41
22,7,31,1,71.13,1.16
22,7,0,0,49.5,1.51
22,7,8,0,42.4,1.63
22,7,16,0,36.03,0.69
22,7,24,0,29.41,1.47
22,7,31,0,23.8,1.59
23,0,0,1,47.79,1.69
23,0,8,1,55.4,1.41
23,0,16,1,62.4,1.62
23,0,24,1,71.26,1.4
23,0,31,1,77.93,1.42
23,0,0,0,50.01,1.76
23,0,8,0,42.93,1.96
23,0,16,0,34.6,1.24
23,0,24,0,25.51,2.13
23,0,31,0,17.29,2.04
23,1,0,1,66.41,2.38
23,1,8,1,73.5,1.51
23,1,16,1,82.9,1.61
23,1,24,1,92.07,1.42
23,1,31,1,100.51,2.01
23,1,0,0,69.31,1.08
23,1,8,0,59.72,2.14
23,1,16,0,50.54,1.81
23,1,24,0,41.89,1.9
23,1,31,0,32.74,2.26
23,2,0,1,53.98,2.33
23,2,8,1,60.57,2.62
23,2,16,1,70.62,2.1
23,2,24,1,78.86,3.09
23,2,31,1,84.54,1.9
23,2,0,0,55.8,1.61
23,2,8,0,48.59,2.27
23,2,16,0,39.38,2.05
23,2,24,0,30.41,3.05
23,2,31,0,22.36,2.19
23,3,0,1,43.3,1.29
23,3,8,1,49.08,1.91
23,3,16,1,56.91,1.26
23,3,24,1,64.19,1.5
23,3,31,1,71.04,1.11
23,3,0,0,45.25,0.66
23,3,8,0,37.81,0.67
23,3,16,0,29.01,1.76
23,3,24,0,20.69,1.25
23,3,31,0,-147.21,36.62
23,4,0,1,61.64,1.65
23,4,8,1,67.06,2.15
23,4,16,1,74.7,1.5
23,4,24,1,82.77,1.81
23,4,31,1,90.42,1.95
23,4,0,0,62.51,2.13
23,4,8,0,54.8,1.61
23,4,16,0,46.5,0.99
23,4,24,0,39.26,2.82
23,4,31,0,31.2,1.95
23,5,0,1,53.55,1.81
23,5,8,1,60.17,1.86
23,5,16,1,65.39,2.08
23,5,24,1,73.56,0.95
23,5,31,1,79.18,2.78
23,5,0,0,55.07,2.43
23,5,8,0,48.07,1.96
23,5,16,0,40.71,1.95
23,5,24,0,32.95,1.1
23,5,31,0,25.64,1.98
23,6,0,1,53.36,1.77
23,6,8,1,60.72,2.14
23,6,16,1,70.02,2.14
23,6,24,1,79.45,1.93
23,6,31,1,86.01,1.76
23,6,0,0,54.42,1.95
23,6,8,0,46.41,1.63
23,6,16,0,37.0,1.33
23,6,24,0,28.58,1.95
23,6,31,0,10.95,1.1
23,7,0,1,46.01,1.76
23,7,8,1,51.7,2.35
23,7,16,1,58.78,1.2
23,7,24,1,65.08,0.69
23,7,31,1,71.64,1.39
23,7,0,0,47.85,1.3
23,7,8,0,41.29,1.41
23,7,16,0,34.49,2.01
23,7,24,0,27.5,1.73
23,7,31,0,21.21,1.69
24,0,0,1,54.1,1.68
24,0,8,1,60.77,1.8
24,0,16,1,67.72,3.01
24,0,24,1,75.3,1.72
24,0,31,1,81.91,1.47
24,0,0,0,56.16,1.94
24,0,8,0,50.3,1.54
24,0,16,0,43.5,2.21
24,0,24,0,34.52,1.7
24,0,31,0,27.0,1.32
24,1,0,1,61.41,1.63
24,1,8,1,67.6,1.41
24,1,16,1,74.16,2.29
24,1,24,1,81.9,1.46
24,1,31,1,87.7,2.35
24,1,0,0,62.59,1.58
24,1,8,0,55.54,1.82
24,1,16,0,48.54,1.9
24,1,24,0,41.7,1.26
24,1,31,0,33.47,1.97
24,2,0,1,53.9,1.39
24,2,8,1,60.02,1.62
24,2,16,1,67.59,2.43
24,2,24,1,75.39,2.08
24,2,31,1,81.86,1.91
24,2,0,0,53.9,1.75
24,2,8,0,48.18,2.58
24,2,16,0,40.72,1.13
24,2,24,0,32.9,1.61
24,2,31,0,25.54,2.47
24,3,0,1,62.9,1.39
24,3,8,1,70.5,1.73
24,3,16,1,77.51,1.75
24,3,24,1,85.82,1.59
24,3,31,1,93.53,2.5
24,3,0,0,64.59,2.13
24,3,8,0,58.3,2.35
24,3,16,0,49.05,1.06
24,3,24,0,39.7,1.51
24,3,31,0,32.9,1.46
24,4,0,1,45.98,2.39
24,4,8,1,51.91,1.46
24,4,16,1,57.09,1.43
24,4,24,1,63.73,1.8
24,4,31,1,69.9,2.84
24,4,0,0,48.45,2.81
24,4,8,0,41.39,2.09
24,4,16,0,34.7,1.73
24,4,24,0,28.22,1.2
24,4,31,0,21.13,1.17
24,5,0,1,52.29,2.28
24,5,8,1,59.41,2.19
24,5,16,1,67.54,1.9
24,5,24,1,73.67,3.57
24,5,31,1,81.7,2.35
24,5,0,0,55.0,1.33
24,5,8,0,46.01,1.76
24,5,16,0,38.31,1.25
24,5,24,0,29.53,2.5
24,5,31,0,22.67,1.75
24,6,0,1,47.14,0.69
24,6,8,1,53.64,1.65
24,6,16,1,61.8,1.45
24,6,24,1,69.14,1.01
24,6,31,1,75.3,1.88
24,6,0,0,48.15,2.0
24,6,8,0,41.18,1.43
24,6,16,0,32.85,1.3
24,6,24,0,25.38,2.07
24,6,31,0,8.0,4.37
24,7,0,1,45.1,1.46
24,7,8,1,51.18,1.59
24,7,16,1,56.7,1.51
24,7,24,1,62.36,1.65
24,7,31,1,68.64,1.76
24,7,0,0,47.0,1.33
24,7,8,0,41.04,1.38
24,7,16,0,34.7,1.5
24,7,24,0,28.31,1.25
24,7,31,0,21.28,2.14
25,0,0,1,35.55,1.81
25,0,8,1,42.25,2.06
25,0,16,1,49.9,1.62
25,0,24,1,56.8,1.45
25,0,31,1,63.24,1.67
25,0,0,0,37.7,1.31
25,0,8,0,31.15,2.08
25,0,16,0,19.46,4.02
25,0,24,0,-137.21,36.62
25,0,31,0,-147.21,36.62
25,1,0,1,74.16,1.76
25,1,8,1,80.09,2.64
25,1,16,1,88.45,1.29
25,1,24,1,96.5,1.51
25,1,31,1,103.61,2.08
25,1,0,0,74.53,0.63
25,1,8,0,67.34,1.82
25,1,16,0,58.9,1.46
25,1,24,0,50.22,2.17
25,1,31,0,42.05,2.07
25,2,0,1,49.52,2.14
25,2,8,1,54.76,1.94
25,2,16,1,60.23,1.8
25,2,24,1,67.41,1.57
25,2,31,1,73.7,1.5
25,2,0,0,50.97,1.8
25,2,8,0,46.08,2.32
25,2,16,0,39.21,2.62
25,2,24,0,32.11,1.66
25,2,31,0,26.61,2.08
25,3,0,1,67.43,0.58
25,3,8,1,75.48,1.62
25,3,16,1,84.22,1.74
25,3,24,1,92.95,1.1
25,3,31,1,100.6,1.84
25,3,0,0,69.02,1.98
25,3,8,0,61.05,2.07
25,3,16,0,52.7,1.31
25,3,24,0,44.01,2.16
25,3,31,0,35.7,1.5
25,4,0,1,46.6,1.71
25,4,8,1,54.19,0.68
25,4,16,1,63.01,1.76
25,4,24,1,72.3,1.51
25,4,31,1,80.22,1.2
25,4,0,0,48.41,1.58
25,4,8,0,38.7,1.51
25,4,16,0,30.48,1.62
25,4,24,0,20.74,1.99
25,4,31,0,-147.21,36.62
25,5,0,1,56.82,2.3
25,5,8,1,63.98,2.88
25,5,16,1,71.92,1.91
25,5,24,1,80.3,1.54
25,5,31,1,88.96,2.25
25,5,0,0,58.91,1.27
25,5,8,0,49.71,2.05
25,5,16,0,41.13,1.85
25,5,24,0,32.11,1.66
25,5,31,0,23.19,1.2
25,6,0,1,44.29,1.41
25,6,8,1,50.0,1.54
25,6,16,1,56.05,1.06
25,6,24,1,62.48,1.62
25,6,31,1,68.13,1.16
25,6,0,0,45.87,1.15
25,6,8,0,38.7,1.51
25,6,16,0,32.93,1.42
25,6,24,0,25.64,0.97
25,6,31,0,19.24,1.67
25,7,0,1,50.17,1.86
25,7,8,1,58.3,1.72
25,7,16,1,65.5,1.97
25,7,24,1,74.9,1.61
25,7,31,1,82.09,1.26
25,7,0,0,53.06,2.23
25,7,8,0,44.28,1.99
25,7,16,0,35.85,1.3
25,7,24,0,27.49,1.75
25,7,31,0,9.97,0.71
26,0,0,1,45.19,1.82
26,0,8,1,52.6,1.42
26,0,16,1,59.4,1.84
26,0,24,1,66.91,1.27
26,0,31,1,74.82,1.59
26,0,0,0,47.6,1.38
26,0,8,0,40.13,1.15
26,0,16,0,32.86,0.69
26,0,24,0,25.05,1.11
26,0,31,0,15.11,2.54
26,1,0,1,48.2,1.39
26,1,8,1,55.71,1.95
26,1,16,1,62.8,1.39
26,1,24,1,70.53,2.18
26,1,31,1,78.7,1.26
26,1,0,0,50.28,2.1
26,1,8,0,43.0,1.33
26,1,16,0,34.2,1.59
26,1,24,0,27.05,1.06
26,1,31,0,18.28,2.14
26,2,0,1,46.1,1.4
26,2,8,1,55.19,1.2
26,2,16,1,64.3,1.87
26,2,24,1,74.48,1.62
26,2,31,1,84.9,1.39
26,2,0,0,48.78,1.21
26,2,8,0,38.89,1.64
26,2,16,0,29.5,1.34
26,2,24,0,18.66,1.03
26,2,31,0,-147.21,36.62
26,3,0,1,58.6,1.71
26,3,8,1,67.49,2.01
26,3,16,1,75.14,1.91
26,3,24,1,84.1,1.46
26,3,31,1,91.7,1.72
26,3,0,0,60.16,2.37
26,3,8,0,52.08,2.16
26,3,16,0,43.29,1.74
26,3,24,0,33.81,1.2
26,3,31,0,25.2,1.95
26,4,0,1,49.44,1.32
26,4,8,1,58.4,1.84
26,4,16,1,68.4,1.84
26,4,24,1,78.5,1.52
26,4,31,1,87.03,2.31
26,4,0,0,53.21,2.27
26,4,8,0,44.18,1.43
26,4,16,0,35.18,2.87
26,4,24,0,24.8,1.39
26,4,31,0,-147.21,36.62
26,5,0,1,53.18,2.37
26,5,8,1,61.91,1.27
26,5,16,1,71.1,1.69
26,5,24,1,79.21,1.24
26,5,31,1,87.64,1.98
26,5,0,0,56.12,1.88
26,5,8,0,47.76,1.92
26,5,16,0,39.39,2.08
26,5,24,0,29.82,2.16
26,5,31,0,21.45,1.81
26,6,0,1,55.46,1.9
26,6,8,1,61.1,1.46
26,6,16,1,68.15,2.51
26,6,24,1,74.94,2.23
26,6,31,1,80.71,2.05
26,6,0,0,56.33,2.46
26,6,8,0,50.18,1.59
26,6,16,0,42.7,1.26
26,6,24,0,34.6,0.87
26,6,31,0,27.48,1.15
26,7,0,1,46.86,1.53
26,7,8,1,53.52,1.7
26,7,16,1,60.0,1.32
26,7,24,1,67.64,1.65
26,7,31,1,74.13,1.85
26,7,0,0,49.0,1.32
26,7,8,0,41.7,1.51
26,7,16,0,33.52,0.6
26,7,24,0,27.7,1.51
26,7,31,0,19.4,1.38
27,0,0,1,63.28,1.77
27,0,8,1,68.96,1.38
27,0,16,1,75.57,1.95
27,0,24,1,83.46,0.84
27,0,31,1,89.22,1.74
27,0,0,0,65.0,1.32
27,0,8,0,57.71,1.95
27,0,16,0,49.71,1.75
27,0,24,0,42.0,1.59
27,0,31,0,33.85,2.11
27,1,0,1,45.7,1.31
27,1,8,1,53.18,2.3
27,1,16,1,61.7,1.55
27,1,24,1,71.03,1.97
27,1,31,1,78.55,1.81
27,1,0,0,46.72,2.0
27,1,8,0,40.0,1.58
27,1,16,0,32.54,1.81
27,1,24,0,22.9,2.07
27,1,31,0,-147.21,36.62
27,2,0,1,55.52,2.48
27,2,8,1,62.0,1.34
27,2,16,1,69.7,1.54
27,2,24,1,76.7,1.54
27,2,31,1,84.47,2.22
27,2,0,0,58.16,2.12
27,2,8,0,50.51,2.02
27,2,16,0,42.34,1.24
27,2,24,0,33.6,1.62
27,2,31,0,25.59,1.57
27,3,0,1,53.3,2.4
27,3,8,1,60.2,2.28
27,3,16,1,67.74,2.0
27,3,24,1,75.5,3.04
27,3,31,1,80.69,2.81
27,3,0,0,55.3,2.71
27,3,8,0,48.72,2.19
27,3,16,0,40.09,1.71
27,3,24,0,31.71,1.68
27,3,31,0,24.8,2.04
27,4,0,1,43.93,1.42
27,4,8,1,48.82,2.3
27,4,16,1,55.35,0.63
27,4,24,1,62.1,1.82
27,4,31,1,67.4,1.24
27,4,0,0,45.29,1.41
27,4,8,0,39.0,1.32
27,4,16,0,31.9,1.46
27,4,24,0,23.78,1.2
27,4,31,0,17.7,1.31
27,5,0,1,59.6,1.3
27,5,8,1,65.64,0.65
27,5,16,1,71.5,1.51
27,5,24,1,79.01,1.76
27,5,31,1,85.4,1.41
27,5,0,0,61.3,1.72
27,5,8,0,54.49,1.75
27,5,16,0,45.8,1.47
27,5,24,0,38.67,1.75
27,5,31,0,32.5,2.65
27,6,0,1,56.29,1.41
27,6,8,1,61.6,1.62
27,6,16,1,67.15,1.3
27,6,24,1,73.4,1.33
27,6,31,1,78.09,2.28
27,6,0,0,57.85,2.08
27,6,8,0,52.02,1.81
27,6,16,0,45.9,1.39
27,6,24,0,38.4,1.38
27,6,31,0,32.3,1.5
27,7,0,1,46.54,1.81
27,7,8,1,53.59,1.47
27,7,16,1,61.36,1.65
27,7,24,1,69.4,1.42
27,7,31,1,75.6,1.33
27,7,0,0,48.5,1.34
27,7,8,0,42.1,1.48
27,7,16,0,33.48,1.62
27,7,24,0,25.01,1.76
27,7,31,0,-147.21,36.62
28,0,0,1,53.51,2.93
28,0,8,1,61.94,2.07
28,0,16,1,70.94,2.23
28,0,24,1,79.67,1.89
28,0,31,1,86.99,2.46
28,0,0,0,56.22,1.74
28,0,8,0,47.1,1.82
28,0,16,0,37.6,1.62
28,0,24,0,27.61,2.08
28,0,31,0,19.41,2.39
28,1,0,1,59.11,2.02
28,1,8,1,65.98,1.98
28,1,16,1,74.86,1.01
28,1,24,1,81.72,1.13
28,1,31,1,89.85,2.0
28,1,0,0,59.97,0.7
28,1,8,0,52.75,0.66
28,1,16,0,43.3,1.51
28,1,24,0,34.81,0.67
28,1,31,0,26.6,1.62
28,2,0,1,49.68,3.06
28,2,8,1,56.08,2.6
28,2,16,1,65.2,1.61
28,2,24,1,74.18,2.86
28,2,31,1,81.61,2.51
28,2,0,0,50.34,1.82
28,2,8,0,44.42,1.95
28,2,16,0,34.91,1.28
28,2,24,0,26.36,1.77
28,2,31,0,11.89,2.35
28,3,0,1,44.24,0.64
28,3,8,1,49.28,2.19
28,3,16,1,55.78,1.21
28,3,24,1,61.55,0.69
28,3,31,1,68.22,1.2
28,3,0,0,45.08,0.69
28,3,8,0,39.81,1.2
28,3,16,0,32.55,0.69
28,3,24,0,25.97,0.69
28,3,31,0,20.0,1.32
28,4,0,1,49.71,1.41
28,4,8,1,55.7,1.5
28,4,16,1,61.09,0.71
28,4,24,1,69.0,1.32
28,4,31,1,73.3,1.31
28,4,0,0,52.4,1.41
28,4,8,0,44.5,1.34
28,4,16,0,37.19,1.2
28,4,24,0,30.3,1.31
28,4,31,0,23.5,1.33
28,5,0,1,57.2,1.61
28,5,8,1,61.9,1.46
28,5,16,1,67.59,1.64
28,5,24,1,73.97,0.71
28,5,31,1,79.51,2.01
28,5,0,0,58.29,1.95
28,5,8,0,53.1,1.82
28,5,16,0,46.8,1.6
28,5,24,0,40.31,1.25
28,5,31,0,34.14,0.67
28,6,0,1,51.1,1.46
28,6,8,1,58.2,1.39
28,6,16,1,65.2,1.83
28,6,24,1,73.21,2.27
28,6,31,1,80.26,2.0
28,6,0,0,52.3,1.72
28,6,8,0,45.6,1.84
28,6,16,0,37.2,1.61
28,6,24,0,30.19,1.82
28,6,31,0,23.1,1.68
28,7,0,1,49.4,1.3
28,7,8,1,57.4,1.09
28,7,16,1,63.97,0.71
28,7,24,1,73.57,1.85
28,7,31,1,79.72,1.13
28,7,0,0,52.61,1.07
28,7,8,0,45.3,1.5
28,7,16,0,37.07,1.96
28,7,24,0,28.59,1.58
28,7,31,0,21.1,1.61
29,0,0,1,63.72,1.13
29,0,8,1,69.48,1.7
29,0,16,1,75.4,1.33
29,0,24,1,82.66,2.22
29,0,31,1,88.8,1.59
29,0,0,0,65.24,1.94
29,0,8,0,59.4,1.38
29,0,16,0,50.36,1.98
29,0,24,0,43.68,2.29
29,0,31,0,36.69,1.08
29,1,0,1,49.54,0.61
29,1,8,1,54.52,2.01
29,1,16,1,59.72,1.13
29,1,24,1,66.28,1.13
29,1,31,1,71.85,1.3
29,1,0,0,51.16,1.76
29,1,8,0,46.2,1.45
29,1,16,0,39.43,1.85
29,1,24,0,32.6,1.3
29,1,31,0,26.7,1.72
29,2,0,1,47.59,1.57
29,2,8,1,51.52,0.6
29,2,16,1,56.6,1.84
29,2,24,1,63.0,1.32
29,2,31,1,67.4,1.62
29,2,0,0,48.48,1.62
29,2,8,0,43.22,1.2
29,2,16,0,36.35,0.63
29,2,24,0,31.48,0.6
29,2,31,0,25.52,2.04
29,3,0,1,42.05,1.06
29,3,8,1,47.54,0.84
29,3,16,1,53.95,1.06
29,3,24,1,59.79,1.69
29,3,31,1,65.76,1.2
29,3,0,0,44.69,1.08
29,3,8,0,38.23,1.8
29,3,16,0,31.39,1.07
29,3,24,0,24.3,1.72
29,3,31,0,18.76,1.2
29,4,0,1,62.27,2.52
29,4,8,1,71.79,2.56
29,4,16,1,83.38,2.93
29,4,24,1,93.61,1.07
29,4,31,1,103.92,1.91
29,4,0,0,64.3,1.5
29,4,8,0,54.9,1.5
29,4,16,0,44.56,0.95
29,4,24,0,33.92,1.78
29,4,31,0,23.7,1.51
29,5,0,1,49.4,1.3
29,5,8,1,56.52,1.62
29,5,16,1,64.3,1.54
29,5,24,1,72.28,1.13
29,5,31,1,80.5,1.34
29,5,0,0,51.78,1.21
29,5,8,0,43.13,1.15
29,5,16,0,34.8,1.59
29,5,24,0,25.34,1.82
29,5,31,0,-147.21,36.62
29,6,0,1,44.06,2.18
29,6,8,1,51.25,2.05
29,6,16,1,60.36,3.38
29,6,24,1,69.8,1.39
29,6,31,1,77.23,2.61
29,6,0,0,44.64,0.97
29,6,8,0,35.9,1.62
29,6,16,0,27.29,1.41
29,6,24,0,17.72,1.23
29,6,31,0,-147.21,36.62
29,7,0,1,60.72,1.77
29,7,8,1,66.78,1.74
29,7,16,1,73.63,3.14
29,7,24,1,81.3,1.31
29,7,31,1,87.48,1.7
29,7,0,0,62.62,2.12
29,7,8,0,55.64,1.9
29,7,16,0,48.81,1.54
29,7,24,0,40.26,2.0
29,7,31,0,33.91,2.16
30,0,0,1,54.09,1.93
30,0,8,1,61.28,2.19
30,0,16,1,70.51,1.4
30,0,24,1,78.3,2.24
30,0,31,1,86.75,2.82
30,0,0,0,55.09,1.93
30,0,8,0,47.45,0.69
30,0,16,0,38.8,2.83
30,0,24,0,30.38,3.1
30,0,31,0,19.64,2.0
30,1,0,1,58.94,1.62
30,1,8,1,64.84,2.12
30,1,16,1,70.78,1.21
30,1,24,1,78.96,2.24
30,1,31,1,84.8,1.45
30,1,0,0,59.67,1.89
30,1,8,0,52.94,1.62
30,1,16,0,45.43,1.85
30,1,24,0,37.9,1.82
30,1,31,0,31.54,1.9
30,2,0,1,56.87,1.15
30,2,8,1,64.19,1.2
30,2,16,1,71.91,1.26
30,2,24,1,80.09,0.71
30,2,31,1,88.3,1.5
30,2,0,0,58.2,1.39
30,2,8,0,50.7,1.51
30,2,16,0,40.8,1.39
30,2,24,0,31.4,1.3
30,2,31,0,21.2,1.45
30,3,0,1,67.63,2.91
30,3,8,1,74.93,2.34
30,3,16,1,83.64,2.39
30,3,24,1,92.9,1.4
30,3,31,1,101.6,2.46
30,3,0,0,68.6,0.87
30,3,8,0,60.72,1.77
30,3,16,0,51.85,2.08
30,3,24,0,43.4,1.3
30,3,31,0,33.55,1.29
30,4,0,1,49.3,1.6
30,4,8,1,54.41,2.51
30,4,16,1,60.11,1.64
30,4,24,1,67.04,2.0
30,4,31,1,74.11,1.64
30,4,0,0,51.59,1.63
30,4,8,0,45.28,2.0
30,4,16,0,37.72,1.77
30,4,24,0,31.89,2.02
30,4,31,0,25.66,1.82
30,5,0,1,55.76,1.67
30,5,8,1,64.0,1.33
30,5,16,1,71.95,1.06
30,5,24,1,80.09,0.71
30,5,31,1,87.53,2.42
30,5,0,0,57.9,1.4
30,5,8,0,51.0,1.58
30,5,16,0,42.48,2.56
30,5,24,0,33.5,1.33
30,5,31,0,26.05,1.06
30,6,0,1,49.65,2.65
30,6,8,1,57.18,1.59
30,6,16,1,65.81,1.2
30,6,24,1,76.22,1.2
30,6,31,1,84.03,1.8
30,6,0,0,52.39,2.08
30,6,8,0,44.3,1.54
30,6,16,0,34.95,1.06
30,6,24,0,25.21,1.69
30,6,31,0,-147.21,36.62
30,7,0,1,47.98,2.33
30,7,8,1,52.04,2.23
30,7,16,1,59.0,1.32
30,7,24,1,64.38,1.48
30,7,31,1,69.87,2.15
30,7,0,0,48.67,1.75
30,7,8,0,43.0,1.32
30,7,16,0,35.85,2.0
30,7,24,0,29.15,2.0
30,7,31,0,23.2,1.39
31,0,0,1,69.41,2.38
31,0,8,1,77.0,1.33
31,0,16,1,84.45,1.81
31,0,24,1,91.45,1.81
31,0,31,1,98.57,1.85
31,0,0,0,72.42,1.95
31,0,8,0,64.9,1.82
31,0,16,0,57.46,2.45
31,0,24,0,49.85,1.3
31,0,31,0,43.18,1.59
31,1,0,1,53.52,2.01
31,1,8,1,62.0,1.32
31,1,16,1,70.52,2.01
31,1,24,1,80.07,1.42
31,1,31,1,88.61,1.63
31,1,0,0,53.91,2.28
31,1,8,0,45.28,1.13
31,1,16,0,36.44,2.33
31,1,24,0,26.7,1.29
31,1,31,0,-147.21,36.62
31,2,0,1,55.3,1.55
31,2,8,1,61.6,1.87
31,2,16,1,69.22,1.2
31,2,24,1,75.51,1.75
31,2,31,1,82.3,1.51
31,2,0,0,56.82,1.59
31,2,8,0,49.9,2.07
31,2,16,0,41.74,1.85
31,2,24,0,34.4,2.19
31,2,31,0,28.1,1.82
31,3,0,1,60.2,1.39
31,3,8,1,65.16,1.99
31,3,16,1,73.02,1.62
31,3,24,1,80.17,1.87
31,3,31,1,87.03,1.8
31,3,0,0,60.72,2.14
31,3,8,0,53.9,1.62
31,3,16,0,46.72,1.13
31,3,24,0,38.78,1.2
31,3,31,0,32.1,1.68
31,4,0,1,58.62,2.05
31,4,8,1,66.87,1.85
31,4,16,1,74.5,1.97
31,4,24,1,82.61,1.88
31,4,31,1,91.8,1.39
31,4,0,0,60.69,1.25
31,4,8,0,53.36,1.65
31,4,16,0,44.94,1.62
31,4,24,0,35.23,2.22
31,4,31,0,28.15,1.3
31,5,0,1,49.28,2.1
31,5,8,1,56.2,1.45
31,5,16,1,62.4,1.42
31,5,24,1,70.0,1.56
31,5,31,1,76.81,1.87
31,5,0,0,51.52,1.47
31,5,8,0,43.62,2.12
31,5,16,0,36.69,1.25
31,5,24,0,28.64,0.97
31,5,31,0,22.04,1.38
31,6,0,1,51.1,1.68
31,6,8,1,56.05,1.1
31,6,16,1,61.14,0.7
31,6,24,1,67.3,1.55
31,6,31,1,71.76,1.67
31,6,0,0,52.61,2.08
31,6,8,0,46.82,1.43
31,6,16,0,40.5,1.52
31,6,24,0,34.54,0.62
31,6,31,0,30.24,1.92
31,7,0,1,54.92,1.91
31,7,8,1,60.76,1.92
31,7,16,1,67.15,2.0
31,7,24,1,74.76,1.94
31,7,31,1,80.54,1.81
31,7,0,0,56.64,1.65
31,7,8,0,50.02,1.62
31,7,16,0,41.98,1.62
31,7,24,0,36.7,1.51
31,7,31,0,29.3,1.5
