row,col,tdac_code,tup,mu,sigma
10,6,8,0,43.77,2.86
10,6,16,0,33.72,2.14
10,6,24,0,23.59,1.57
10,6,31,0,-147.21,36.62
10,7,0,1,62.16,1.76
10,7,8,1,67.18,1.85
10,7,16,1,74.2,1.6
10,7,24,1,82.06,2.23
10,7,31,1,87.7,1.26
10,7,0,0,63.98,1.81
10,7,8,0,56.22,2.17
10,7,16,0,49.5,1.73
10,7,24,0,42.6,1.62
10,7,31,0,35.28,2.19
11,0,0,1,48.91,1.71
11,0,8,1,57.03,2.31
11,0,16,1,61.8,2.5
11,0,24,1,72.05,1.06
11,0,31,1,76.81,1.62
11,0,0,0,50.21,1.23
11,0,8,0,44.34,2.28
11,0,16,0,36.9,1.61
11,0,24,0,28.78,2.17
11,0,31,0,22.23,1.8
11,1,0,1,45.72,1.13
11,1,8,1,51.09,0.71
11,1,16,1,58.6,1.3
11,1,24,1,66.4,1.24
11,1,31,1,74.22,1.21
11,1,0,0,47.54,0.61
11,1,8,0,39.61,2.08
11,1,16,0,31.6,1.62
11,1,24,0,22.56,0.95
11,1,31,0,-147.21,36.62
11,2,0,1,62.49,2.13
11,2,8,1,69.3,0.65
11,2,16,1,76.87,1.85
11,2,24,1,85.6,1.38
11,2,31,1,92.95,2.14
11,2,0,0,63.85,2.08
11,2,8,0,56.54,1.9
11,2,16,0,46.84,1.96
11,2,24,0,37.8,2.28
11,2,31,0,31.12,2.24
11,3,0,1,48.56,2.61
11,3,8,1,55.9,1.68
11,3,16,1,64.03,1.8
11,3,24,1,73.54,1.81
11,3,31,1,81.51,1.4
11,3,0,0,49.8,1.39
11,3,8,0,42.05,1.06
11,3,16,0,34.0,1.32
11,3,24,0,24.5,1.15
11,3,31,0,-147.21,36.62
11,4,0,1,58.49,1.4
11,4,8,1,64.61,1.07
11,4,16,1,70.79,1.69
11,4,24,1,80.44,2.33
11,4,31,1,85.5,1.73
11,4,0,0,60.4,1.38
11,4,8,0,54.2,1.39
11,4,16,0,45.66,1.82
11,4,24,0,37.76,0.65
11,4,31,0,29.09,1.26
11,5,0,1,59.55,1.81
11,5,8,1,66.42,1.95
11,5,16,1,73.2,2.04
11,5,24,1,80.06,2.16
11,5,31,1,86.18,2.16
11,5,0,0,60.98,1.81
11,5,8,0,54.74,2.63
11,5,16,0,46.82,1.85
11,5,24,0,39.82,2.17
11,5,31,0,32.3,1.72
11,6,0,1,51.5,0.99
11,6,8,1,54.5,1.34
11,6,16,1,59.91,1.26
11,6,24,1,66.39,1.07
11,6,31,1,69.67,1.75
11,6,0,0,52.5,1.51
11,6,8,0,47.74,2.0
11,6,16,0,41.4,1.33
11,6,24,0,35.64,1.98
11,6,31,0,30.93,1.42
11,7,0,1,52.05,1.11
11,7,8,1,60.36,2.16
11,7,16,1,69.89,2.02
11,7,24,1,80.8,1.47
11,7,31,1,89.98,2.14
11,7,0,0,53.48,2.01
11,7,8,0,45.16,2.29
11,7,16,0,34.91,1.27
11,7,24,0,24.3,1.31
11,7,31,0,-147.21,36.62
12,0,0,1,48.6,1.23
12,0,8,1,55.2,1.86
12,0,16,1,61.48,1.62
12,0,24,1,70.22,1.21
12,0,31,1,76.61,1.87
12,0,0,0,48.59,1.57
12,0,8,0,41.95,1.1
12,0,16,0,35.02,1.81
12,0,24,0,26.24,1.67
12,0,31,0,18.1,1.42
12,1,0,1,63.8,1.61
12,1,8,1,73.4,1.62
12,1,16,1,84.62,2.1
12,1,24,1,96.6,1.42
12,1,31,1,106.3,1.5
12,1,0,0,65.71,1.42
12,1,8,0,55.92,0.7
12,1,16,0,43.8,1.61
12,1,24,0,32.26,2.48
12,1,31,0,17.18,1.67
12,2,0,1,48.2,1.39
12,2,8,1,54.82,2.16
12,2,16,1,61.67,1.75
12,2,24,1,71.18,1.59
12,2,31,1,77.85,1.3
12,2,0,0,50.1,1.4
12,2,8,0,42.9,1.69
12,2,16,0,33.9,1.61
12,2,24,0,25.33,2.54
12,2,31,0,12.43,2.32
12,3,0,1,66.02,2.39
12,3,8,1,70.38,2.54
12,3,16,1,77.61,2.08
12,3,24,1,84.62,1.91
12,3,31,1,90.42,1.95
12,3,0,0,67.3,2.71
12,3,8,0,60.8,1.39
12,3,16,0,52.4,1.84
12,3,24,0,45.9,1.47
12,3,31,0,37.04,2.34
12,4,0,1,55.65,0.63
12,4,8,1,64.1,1.46
12,4,16,1,72.76,1.2
12,4,24,1,84.16,2.29
12,4,31,1,94.6,1.62
12,4,0,0,57.03,1.8
12,4,8,0,48.71,1.95
12,4,16,0,37.61,1.07
12,4,24,0,27.19,1.2
12,4,31,0,-147.21,36.62
12,5,0,1,44.29,0.63
12,5,8,1,51.78,1.2
12,5,16,1,59.5,0.99
12,5,24,1,68.05,2.12
12,5,31,1,75.19,0.66
12,5,0,0,46.72,1.13
12,5,8,0,37.6,1.09
12,5,16,0,29.49,1.4
12,5,24,0,19.25,2.03
12,5,31,0,-147.21,36.62
12,6,0,1,49.85,2.0
12,6,8,1,56.71,2.05
12,6,16,1,62.6,1.23
12,6,24,1,71.7,1.68
12,6,31,1,78.85,2.08
12,6,0,0,51.31,2.34
12,6,8,0,44.48,1.7
12,6,16,0,37.28,1.13
12,6,24,0,28.48,1.47
12,6,31,0,20.39,1.07
12,7,0,1,57.21,2.14
12,7,8,1,62.98,1.62
12,7,16,1,69.22,1.74
12,7,24,1,75.9,1.68
12,7,31,1,80.69,1.08
12,7,0,0,58.7,1.31
12,7,8,0,52.76,0.66
12,7,16,0,44.6,0.87
12,7,24,0,38.18,1.43
12,7,31,0,32.5,1.52
13,0,0,1,61.0,1.32
13,0,8,1,68.76,0.65
13,0,16,1,76.9,1.4
13,0,24,1,85.0,1.32
13,0,31,1,91.1,1.68
13,0,0,0,62.64,1.39
13,0,8,0,55.7,1.87
13,0,16,0,45.95,1.1
13,0,24,0,37.94,1.62
13,0,31,0,29.4,1.24
13,1,0,1,54.61,1.63
13,1,8,1,61.4,1.62
13,1,16,1,67.88,2.43
13,1,24,1,75.81,1.2
13,1,31,1,82.6,1.41
13,1,0,0,56.69,1.08
13,1,8,0,49.6,0.87
13,1,16,0,42.79,2.4
13,1,24,0,34.71,1.68
13,1,31,0,27.22,1.2
13,2,0,1,57.6,1.41
13,2,8,1,63.65,1.91
13,2,16,1,70.81,1.5
13,2,24,1,78.63,2.28
13,2,31,1,85.73,2.59
13,2,0,0,59.75,2.15
13,2,8,0,51.4,1.62
13,2,16,0,43.6,1.64
13,2,24,0,35.99,1.78
13,2,31,0,26.62,1.91
13,3,0,1,66.86,2.37
13,3,8,1,73.2,1.59
13,3,16,1,82.54,1.9
13,3,24,1,90.9,1.46
13,3,31,1,97.3,1.51
13,3,0,0,68.22,1.74
13,3,8,0,60.15,2.51
13,3,16,0,51.3,1.54
13,3,24,0,43.24,1.92
13,3,31,0,34.99,1.78
13,4,0,1,50.64,1.98
13,4,8,1,59.69,1.08
13,4,16,1,70.14,1.54
13,4,24,1,79.85,2.0
13,4,31,1,88.7,1.5
13,4,0,0,52.77,2.35
13,4,8,0,45.03,2.58
13,4,16,0,35.41,1.57
13,4,24,0,25.36,1.98
13,4,31,0,-147.21,36.62
13,5,0,1,73.0,1.37
13,5,8,1,80.03,1.86
13,5,16,1,89.61,1.63
13,5,24,1,99.18,2.17
13,5,31,1,106.7,1.5
13,5,0,0,74.3,2.35
13,5,8,0,65.8,1.45
13,5,16,0,58.61,2.08
13,5,24,0,46.74,1.4
13,5,31,0,39.65,2.65
13,6,0,1,53.36,1.66
13,6,8,1,59.94,1.62
13,6,16,1,67.72,2.14
13,6,24,1,76.41,1.63
13,6,31,1,82.5,2.21
13,6,0,0,54.25,2.06
13,6,8,0,47.06,2.16
13,6,16,0,39.02,1.62
13,6,24,0,30.6,1.84
13,6,31,0,22.86,2.11
13,7,0,1,63.71,1.95
13,7,8,1,70.41,2.81
13,7,16,1,80.0,1.56
13,7,24,1,88.18,2.16
13,7,31,1,95.4,2.19
13,7,0,0,65.85,1.3
13,7,8,0,58.58,1.95
13,7,16,0,49.72,1.77
13,7,24,0,41.12,2.04
13,7,31,0,33.06,2.23
14,0,0,1,54.72,2.32
14,0,8,1,60.47,2.22
14,0,16,1,66.97,1.8
14,0,24,1,75.05,2.03
14,0,31,1,81.02,2.16
14,0,0,0,56.72,1.99
14,0,8,0,49.42,2.78
14,0,16,0,41.77,1.8
14,0,24,0,33.82,2.06
14,0,31,0,26.88,2.56
14,1,0,1,60.1,1.46
14,1,8,1,66.7,2.35
14,1,16,1,75.84,2.37
14,1,24,1,82.3,1.29
14,1,31,1,90.95,2.11
14,1,0,0,61.3,1.31
14,1,8,0,54.55,2.68
14,1,16,0,45.74,2.0
14,1,24,0,37.69,2.34
14,1,31,0,28.3,1.87
14,2,0,1,61.45,1.0
14,2,8,1,69.36,1.77
14,2,16,1,80.5,1.52
14,2,24,1,88.59,0.62
14,2,31,1,97.08,1.91
14,2,0,0,63.97,2.03
14,2,8,0,56.46,1.81
14,2,16,0,47.57,0.77
14,2,24,0,38.89,2.54
14,2,31,0,30.75,2.05
14,3,0,1,46.57,1.85
14,3,8,1,51.87,1.15
14,3,16,1,58.79,1.69
14,3,24,1,64.64,0.97
14,3,31,1,70.6,1.41
14,3,0,0,48.19,0.66
14,3,8,0,41.29,0.64
14,3,16,0,35.54,0.61
14,3,24,0,27.6,1.62
14,3,31,0,20.01,2.33
14,4,0,1,48.51,2.01
14,4,8,1,54.69,1.25
14,4,16,1,61.36,0.97
14,4,24,1,69.0,1.56
14,4,31,1,74.94,1.62
14,4,0,0,51.07,1.42
14,4,8,0,43.97,0.71
14,4,16,0,36.7,1.26
14,4,24,0,28.86,1.53
14,4,31,0,20.62,2.69
14,5,0,1,59.79,1.69
14,5,8,1,65.64,1.76
14,5,16,1,72.67,1.89
14,5,24,1,79.64,1.39
14,5,31,1,86.36,1.94
14,5,0,0,61.5,1.97
14,5,8,0,54.6,1.9
14,5,16,0,46.5,1.16
14,5,24,0,37.25,1.89
14,5,31,0,30.56,0.95
14,6,0,1,44.9,1.39
14,6,8,1,51.48,1.62
14,6,16,1,59.5,2.21
14,6,24,1,67.81,0.66
14,6,31,1,76.6,1.84
14,6,0,0,45.95,1.1
14,6,8,0,37.7,1.54
14,6,16,0,29.5,1.34
14,6,24,0,20.67,1.8
14,6,31,0,-147.21,36.62
14,7,0,1,53.52,2.03
14,7,8,1,58.9,1.46
14,7,16,1,65.27,2.42
14,7,24,1,71.8,1.45
14,7,31,1,77.77,1.8
14,7,0,0,53.75,1.6
14,7,8,0,46.31,1.67
14,7,16,0,39.8,1.45
14,7,24,0,31.98,1.62
14,7,31,0,25.11,1.66
15,0,0,1,62.67,1.75
15,0,8,1,69.13,2.52
15,0,16,1,78.58,1.95
15,0,24,1,87.71,1.52
15,0,31,1,95.62,2.05
15,0,0,0,64.4,1.41
15,0,8,0,58.3,1.26
15,0,16,0,47.98,1.62
15,0,24,0,38.11,2.02
15,0,31,0,29.8,1.4
15,1,0,1,58.3,1.26
15,1,8,1,65.13,1.16
15,1,16,1,73.89,1.69
15,1,24,1,80.62,2.07
15,1,31,1,88.4,1.62
15,1,0,0,59.5,1.34
15,1,8,0,51.81,1.62
15,1,16,0,43.52,2.27
15,1,24,0,34.3,1.51
15,1,31,0,26.2,1.59
15,2,0,1,47.99,1.76
15,2,8,1,54.9,1.39
15,2,16,1,61.17,1.86
15,2,24,1,69.3,1.98
15,2,31,1,77.1,1.39
15,2,0,0,49.6,1.23
15,2,8,0,42.4,1.41
15,2,16,0,33.41,0.63
15,2,24,0,25.4,1.3
15,2,31,0,15.17,2.2
15,3,0,1,63.4,1.24
15,3,8,1,71.82,1.43
15,3,16,1,82.29,1.41
15,3,24,1,91.97,1.8
15,3,31,1,101.4,1.3
15,3,0,0,65.52,1.62
15,3,8,0,56.29,0.63
15,3,16,0,45.9,1.39
15,3,24,0,35.87,1.15
15,3,31,0,24.26,3.73
15,4,0,1,53.14,0.67
15,4,8,1,56.86,1.53
15,4,16,1,62.9,1.46
15,4,24,1,68.69,1.25
15,4,31,1,74.1,1.4
15,4,0,0,53.88,1.93
15,4,8,0,49.93,1.42
15,4,16,0,43.05,1.06
15,4,24,0,37.88,1.93
15,4,31,0,33.41,1.57
15,5,0,1,46.37,0.56
15,5,8,1,50.22,1.21
15,5,16,1,56.81,1.2
15,5,24,1,62.3,0.65
15,5,31,1,66.52,0.6
15,5,0,0,48.3,1.54
15,5,8,0,42.49,1.75
15,5,16,0,36.03,0.69
15,5,24,0,29.6,2.19
15,5,31,0,23.19,1.2
15,6,0,1,69.0,1.54
15,6,8,1,76.28,2.19
15,6,16,1,83.5,1.33
15,6,24,1,91.23,2.24
15,6,31,1,97.49,2.01
15,6,0,0,70.6,1.24
15,6,8,0,63.5,2.43
15,6,16,0,56.11,1.64
15,6,24,0,49.13,1.16
15,6,31,0,41.8,1.4
15,7,0,1,44.87,1.85
15,7,8,1,51.15,2.0
15,7,16,1,59.5,1.73
15,7,24,1,67.88,1.94
15,7,31,1,75.16,2.41
15,7,0,0,45.78,1.74
15,7,8,0,38.58,2.78
15,7,16,0,30.95,1.1
15,7,24,0,22.98,1.62
15,7,31,0,-147.21,36.62
16,0,0,1,45.7,1.31
16,0,8,1,52.3,1.31
16,0,16,1,57.52,1.62
16,0,24,1,65.19,0.66
16,0,31,1,72.06,1.62
16,0,0,0,46.7,1.5
16,0,8,0,40.65,0.63
16,0,16,0,32.59,1.47
16,0,24,0,25.48,0.6
16,0,31,0,11.68,4.5
16,1,0,1,52.59,2.39
16,1,8,1,60.75,2.52
16,1,16,1,68.51,1.83
16,1,24,1,77.07,1.99
16,1,31,1,85.39,1.66
16,1,0,0,54.32,2.29
16,1,8,0,46.29,2.88
16,1,16,0,37.93,1.96
16,1,24,0,28.66,1.24
16,1,31,0,19.78,1.74
16,2,0,1,47.96,2.0
16,2,8,1,55.29,1.74
16,2,16,1,62.6,1.84
16,2,24,1,71.36,1.65
16,2,31,1,78.11,1.66
16,2,0,0,49.4,1.23
16,2,8,0,41.67,1.75
16,2,16,0,33.08,0.7
16,2,24,0,23.29,0.63
16,2,31,0,-147.21,36.62
16,3,0,1,54.39,1.64
16,3,8,1,59.0,1.56
16,3,16,1,65.4,1.24
16,3,24,1,71.36,1.77
16,3,31,1,76.7,1.72
16,3,0,0,55.1,1.46
16,3,8,0,49.81,0.67
16,3,16,0,41.6,1.71
16,3,24,0,34.85,2.22
16,3,31,0,28.11,1.66
16,4,0,1,48.81,1.87
16,4,8,1,55.2,1.39
16,4,16,1,62.49,3.31
16,4,24,1,69.84,2.0
16,4,31,1,76.3,1.73
16,4,0,0,50.76,1.67
16,4,8,0,42.9,1.48
16,4,16,0,34.09,1.26
16,4,24,0,25.82,1.59
16,4,31,0,16.86,2.82
16,5,0,1,75.5,1.98
16,5,8,1,83.36,1.98
16,5,16,1,93.42,0.58
16,5,24,1,101.9,1.39
16,5,31,1,111.48,1.7
16,5,0,0,77.04,2.0
16,5,8,0,68.3,1.87
16,5,16,0,57.24,1.67
16,5,24,0,47.31,2.34
16,5,31,0,38.61,1.07
16,6,0,1,36.6,1.41
16,6,8,1,43.3,1.51
16,6,16,1,49.96,2.28
16,6,24,1,57.2,1.39
16,6,31,1,63.06,2.16
16,6,0,0,39.02,2.14
16,6,8,0,31.1,1.39
16,6,16,0,25.0,1.54
16,6,24,0,-137.21,36.62
16,6,31,0,-147.21,36.62
16,7,0,1,48.5,2.84
16,7,8,1,56.05,1.11
16,7,16,1,60.39,1.37
16,7,24,1,69.59,2.13
16,7,31,1,76.0,1.79
16,7,0,0,50.57,1.85
16,7,8,0,43.66,2.22
16,7,16,0,35.2,1.47
16,7,24,0,28.2,1.45
16,7,31,0,20.73,2.43
17,0,0,1,46.39,1.37
17,0,8,1,51.56,3.19
17,0,16,1,59.19,1.62
17,0,24,1,66.7,3.27
17,0,31,1,72.53,2.74
17,0,0,0,48.3,1.54
17,0,8,0,42.04,2.23
17,0,16,0,33.65,1.91
17,0,24,0,26.48,2.14
17,0,31,0,13.32,3.79
17,1,0,1,45.5,1.15
17,1,8,1,52.0,1.58
17,1,16,1,58.7,2.35
17,1,24,1,65.1,1.82
17,1,31,1,71.36,0.57
17,1,0,0,47.13,1.85
17,1,8,0,41.79,1.69
17,1,16,0,34.39,2.08
17,1,24,0,27.2,1.59
17,1,31,0,20.3,1.72
17,2,0,1,54.08,1.91
17,2,8,1,60.3,0.65
17,2,16,1,67.1,1.82
17,2,24,1,74.18,1.43
17,2,31,1,80.7,1.87
17,2,0,0,55.59,2.13
17,2,8,0,48.86,1.01
17,2,16,0,41.7,1.87
17,2,24,0,34.41,1.57
17,2,31,0,26.24,0.95
17,3,0,1,58.88,1.94
17,3,8,1,64.29,1.74
17,3,16,1,71.16,2.44
17,3,24,1,77.36,1.65
17,3,31,1,84.25,1.6
17,3,0,0,60.36,1.76
17,3,8,0,53.08,0.69
17,3,16,0,46.29,1.95
17,3,24,0,38.48,1.62
17,3,31,0,32.72,2.32
17,4,0,1,53.28,2.39
17,4,8,1,60.9,1.39
17,4,16,1,68.9,1.46
17,4,24,1,78.72,1.13
17,4,31,1,86.97,1.96
17,4,0,0,54.03,0.71
17,4,8,0,44.59,1.63
17,4,16,0,35.66,2.22
17,4,24,0,25.76,1.2
17,4,31,0,-147.21,36.62
17,5,0,1,37.11,1.64
17,5,8,1,43.39,2.32
17,5,16,1,49.51,1.4
17,5,24,1,54.95,1.06
17,5,31,1,61.1,1.46
17,5,0,0,39.29,1.41
17,5,8,0,32.45,0.69
17,5,16,0,26.2,1.45
17,5,24,0,19.43,0.87
17,5,31,0,-147.21,36.62
17,6,0,1,64.81,0.66
17,6,8,1,69.9,1.61
17,6,16,1,76.15,1.3
17,6,24,1,82.64,1.65
17,6,31,1,86.86,1.53
17,6,0,0,65.65,1.91
17,6,8,0,60.09,1.27
17,6,16,0,52.2,1.61
17,6,24,0,46.39,1.37
17,6,31,0,40.18,1.43
17,7,0,1,53.34,2.22
17,7,8,1,59.6,0.62
17,7,16,1,64.67,1.75
17,7,24,1,72.29,1.74
17,7,31,1,77.37,0.56
17,7,0,0,55.3,1.31
17,7,8,0,48.14,1.01
17,7,16,0,41.52,2.14
17,7,24,0,34.05,1.1
17,7,31,0,26.24,2.51
18,0,0,1,51.59,2.13
18,0,8,1,59.52,1.7
18,0,16,1,69.1,1.4
18,0,24,1,79.84,1.76
18,0,31,1,87.25,2.15
18,0,0,0,52.5,1.51
18,0,8,0,44.9,1.61
18,0,16,0,35.58,1.95
18,0,24,0,24.53,2.51
18,0,31,0,-147.21,36.62
18,1,0,1,65.68,1.76
18,1,8,1,73.14,2.84
18,1,16,1,81.16,1.94
18,1,24,1,90.09,1.71
18,1,31,1,98.22,1.77
18,1,0,0,67.8,1.39
18,1,8,0,59.93,2.45
18,1,16,0,51.07,1.98
18,1,24,0,42.4,1.41
18,1,31,0,33.52,1.7
18,2,0,1,57.4,1.23
18,2,8,1,64.19,1.82
18,2,16,1,73.4,1.38
18,2,24,1,82.02,1.81
18,2,31,1,88.82,2.17
18,2,0,0,59.8,1.95
18,2,8,0,52.14,1.91
18,2,16,0,42.3,1.87
18,2,24,0,34.3,1.26
18,2,31,0,26.95,1.06
18,3,0,1,68.04,1.83
18,3,8,1,74.69,1.08
18,3,16,1,83.72,2.19
18,3,24,1,92.12,1.93
18,3,31,1,98.69,1.08
18,3,0,0,70.09,1.93
18,3,8,0,63.18,2.06
18,3,16,0,53.82,1.59
18,3,24,0,46.04,2.0
18,3,31,0,36.88,1.93
18,4,0,1,46.3,1.26
18,4,8,1,53.05,1.1
18,4,16,1,60.4,1.3
18,4,24,1,69.05,1.06
18,4,31,1,76.39,2.32
18,4,0,0,47.65,0.63
18,4,8,0,40.36,0.56
18,4,16,0,31.91,1.27
18,4,24,0,24.1,1.68
18,4,31,0,-147.21,36.62
18,5,0,1,59.02,1.98
18,5,8,1,65.94,1.62
18,5,16,1,73.98,1.81
18,5,24,1,81.39,2.32
18,5,31,1,90.48,1.62
18,5,0,0,60.04,1.82
18,5,8,0,52.11,1.64
18,5,16,0,42.84,2.35
18,5,24,0,33.71,1.74
18,5,31,0,25.9,1.62
18,6,0,1,54.1,1.46
18,6,8,1,60.48,1.7
18,6,16,1,67.78,1.21
18,6,24,1,75.91,1.27
18,6,31,1,83.2,1.47
18,6,0,0,56.1,1.41
18,6,8,0,48.4,1.24
18,6,16,0,40.7,1.72
18,6,24,0,32.7,1.6
18,6,31,0,24.85,1.3
18,7,0,1,62.89,1.69
18,7,8,1,71.38,2.08
18,7,16,1,81.22,1.2
18,7,24,1,90.4,1.42
18,7,31,1,100.06,2.15
18,7,0,0,65.57,1.85
18,7,8,0,56.38,2.05
18,7,16,0,46.0,1.59
18,7,24,0,36.0,1.32
18,7,31,0,26.43,2.19
19,0,0,1,37.53,0.62
19,0,8,1,44.3,1.51
19,0,16,1,51.4,1.33
19,0,24,1,59.03,0.71
19,0,31,1,64.7,1.72
19,0,0,0,39.07,1.42
19,0,8,0,32.7,1.51
19,0,16,0,24.11,2.53
19,0,24,0,17.72,1.23
19,0,31,0,-147.21,36.62
19,1,0,1,49.6,1.38
19,1,8,1,56.1,1.4
19,1,16,1,62.4,1.84
19,1,24,1,69.61,1.87
19,1,31,1,76.5,1.15
19,1,0,0,51.48,1.62
19,1,8,0,45.0,1.56
19,1,16,0,36.29,0.64
19,1,24,0,28.92,0.69
19,1,31,0,21.31,1.25
19,2,0,1,58.2,1.45
19,2,8,1,63.55,1.81
19,2,16,1,68.19,2.09
19,2,24,1,74.88,1.86
19,2,31,1,79.09,1.26
19,2,0,0,59.98,1.62
19,2,8,0,55.05,1.11
19,2,16,0,48.7,1.55
19,2,24,0,42.28,1.13
19,2,31,0,37.04,1.38
19,3,0,1,67.95,2.12
19,3,8,1,74.82,1.43
19,3,16,1,84.43,2.4
19,3,24,1,92.8,1.45
19,3,31,1,100.29,1.74
19,3,0,0,70.2,1.59
19,3,8,0,62.87,2.15
19,3,16,0,53.52,1.7
19,3,24,0,44.99,1.76
19,3,31,0,37.61,1.37
19,4,0,1,44.39,0.61
19,4,8,1,50.56,2.33
19,4,16,1,57.57,0.77
19,4,24,1,63.81,1.2
19,4,31,1,69.87,1.85
19,4,0,0,45.96,2.0
19,4,8,0,38.03,0.7
19,4,16,0,31.4,1.23
19,4,24,0,23.99,1.78
19,4,31,0,-147.21,36.62
19,5,0,1,67.6,1.38
19,5,8,1,75.03,2.31
19,5,16,1,84.09,2.64
19,5,24,1,91.49,1.4
19,5,31,1,99.34,2.22
19,5,0,0,68.52,1.7
19,5,8,0,61.13,1.16
19,5,16,0,52.5,2.65
19,5,24,0,44.31,1.08
19,5,31,0,36.1,1.41
19,6,0,1,49.6,1.38
19,6,8,1,56.33,1.75
19,6,16,1,63.74,1.4
19,6,24,1,71.4,0.87
19,6,31,1,78.79,1.69
19,6,0,0,51.36,0.97
19,6,8,0,43.33,1.75
19,6,16,0,35.6,0.87
19,6,24,0,27.9,1.46
19,6,31,0,14.16,3.72
19,7,0,1,53.51,2.69
19,7,8,1,60.04,1.38
19,7,16,1,68.18,2.58
19,7,24,1,75.92,1.74
19,7,31,1,83.14,1.91
19,7,0,0,55.8,1.39
19,7,8,0,47.16,2.04
19,7,16,0,40.95,1.06
19,7,24,0,33.16,2.12
19,7,31,0,25.62,2.03
20,0,0,1,44.99,1.76
20,0,8,1,52.18,2.06
20,0,16,1,60.22,1.74
20,0,24,1,68.57,1.82
20,0,31,1,74.55,0.6
20,0,0,0,47.24,1.92
20,0,8,0,40.22,1.2
20,0,16,0,31.5,0.99
20,0,24,0,21.05,2.31
20,0,31,0,-147.21,36.62
20,1,0,1,49.86,1.53
20,1,8,1,55.3,1.51
20,1,16,1,61.43,1.85
20,1,24,1,67.98,2.0
20,1,31,1,75.03,1.8
20,1,0,0,51.25,2.05
20,1,8,0,45.3,2.49
20,1,16,0,37.2,1.61
20,1,24,0,30.3,1.98
20,1,31,0,24.04,2.0
20,2,0,1,59.62,2.07
20,2,8,1,65.4,1.33
20,2,16,1,72.0,1.56
20,2,24,1,80.28,1.99
20,2,31,1,86.39,1.37
20,2,0,0,60.11,1.66
20,2,8,0,54.28,1.13
20,2,16,0,45.5,1.34
20,2,24,0,37.2,1.45
20,2,31,0,30.78,2.17
20,3,0,1,54.92,1.78
20,3,8,1,59.98,2.14
20,3,16,1,67.15,2.12
20,3,24,1,75.61,2.32
20,3,31,1,81.07,1.42
20,3,0,0,56.72,1.99
20,3,8,0,50.85,2.08
20,3,16,0,42.22,2.17
20,3,24,0,35.06,2.61
20,3,31,0,27.24,1.94
20,4,0,1,60.4,1.41
20,4,8,1,65.7,1.54
20,4,16,1,72.0,1.33
20,4,24,1,78.7,1.72
20,4,31,1,83.71,1.68
20,4,0,0,62.66,1.24
20,4,8,0,55.41,1.57
20,4,16,0,48.43,1.85
20,4,24,0,40.82,1.59
20,4,31,0,35.1,1.68
20,5,0,1,49.31,1.25
20,5,8,1,54.59,1.63
20,5,16,1,62.4,1.64
20,5,24,1,70.46,1.9
20,5,31,1,77.1,1.4
20,5,0,0,51.23,1.8
20,5,8,0,44.82,2.3
20,5,16,0,36.96,2.0
20,5,24,0,30.18,2.06
20,5,31,0,22.14,2.77
20,6,0,1,49.9,1.74
20,6,8,1,54.81,1.5
20,6,16,1,59.3,1.51
20,6,24,1,65.73,2.17
20,6,31,1,70.5,1.51
20,6,0,0,51.36,1.76
20,6,8,0,44.7,2.24
20,6,16,0,39.31,1.08
20,6,24,0,32.3,1.54
20,6,31,0,27.19,1.5
20,7,0,1,52.45,1.91
20,7,8,1,58.6,1.62
20,7,16,1,66.01,1.64
20,7,24,1,74.65,1.91
20,7,31,1,80.74,1.4
20,7,0,0,54.11,1.66
20,7,8,0,47.62,2.07
20,7,16,0,38.45,1.81
20,7,24,0,30.6,1.42
20,7,31,0,24.22,1.75
21,0,0,1,56.96,2.0
21,0,8,1,63.7,1.29
21,0,16,1,70.59,2.43
21,0,24,1,80.43,1.95
21,0,31,1,86.82,1.43
21,0,0,0,57.86,1.91
21,0,8,0,52.24,1.92
21,0,16,0,43.5,1.16
21,0,24,0,34.47,2.42
21,0,31,0,27.52,1.7
21,1,0,1,66.5,1.73
21,1,8,1,74.4,1.33
21,1,16,1,82.9,3.22
21,1,24,1,91.59,0.63
21,1,31,1,99.24,1.2
21,1,0,0,67.86,1.01
21,1,8,0,60.28,1.13
21,1,16,0,52.6,1.42
21,1,24,0,43.57,0.77
21,1,31,0,33.6,1.38
21,2,0,1,56.23,1.8
21,2,8,1,63.39,2.08
21,2,16,1,71.39,1.64
21,2,24,1,78.91,1.27
21,2,31,1,85.79,2.25
21,2,0,0,57.49,0.89
21,2,8,0,49.82,1.59
21,2,16,0,41.3,1.51
21,2,24,0,32.1,1.82
21,2,31,0,24.53,0.63
21,3,0,1,52.48,2.01
21,3,8,1,59.2,1.45
21,3,16,1,63.68,2.29
21,3,24,1,70.86,1.53
21,3,31,1,77.52,2.14
21,3,0,0,53.3,2.24
21,3,8,0,46.0,1.58
21,3,16,0,38.1,1.4
21,3,24,0,30.5,1.52
21,3,31,0,23.0,1.54
21,4,0,1,54.1,1.69
21,4,8,1,60.51,1.4
21,4,16,1,68.3,1.5
21,4,24,1,76.6,1.38
21,4,31,1,84.08,0.7
21,4,0,0,55.7,1.31
21,4,8,0,49.1,1.39
21,4,16,0,41.76,1.67
21,4,24,0,31.4,1.33
21,4,31,0,25.03,1.8
21,5,0,1,46.31,1.25
21,5,8,1,52.0,1.32
21,5,16,1,57.66,1.24
21,5,24,1,65.79,1.69
21,5,31,1,72.41,1.47
21,5,0,0,48.03,0.69
21,5,8,0,41.13,2.46
21,5,16,0,33.56,1.83
