row,col,voltage,tot_avg,tot_std,toa_avg,toa_std,efficiency_tot,efficiency_toa,tup,tdac_code
3,7,40,2.032,0.18,21.516,2.189,1.0,1.0,0,31
3,7,37,1.677,0.748,25.333,3.34,0.871,0.871,0,31
3,7,34,0.367,0.669,28.444,4.503,0.258,0.29,0,31
3,7,31,0.0,0.0,,,0.0,0.0,0,31
3,7,28,0.0,0.0,,,0.0,0.0,0,31
3,7,25,0.0,0.0,,,0.0,0.0,0,31
3,7,22,0.0,0.0,,,0.0,0.0,0,31
3,7,19,0.0,0.0,,,0.0,0.0,0,31
3,7,16,0.0,0.0,,,0.0,0.0,0,31
3,7,13,0.0,0.0,,,0.0,0.0,0,31
3,7,10,0.0,0.0,,,0.0,0.0,0,31
4,7,52,4.032,0.315,14.71,0.973,1.0,1.0,0,31
4,7,49,4.032,0.18,15.677,1.013,1.0,1.0,0,31
4,7,46,3.968,0.18,16.097,0.7,1.0,1.0,0,31
4,7,43,3.71,0.461,17.194,0.91,1.0,1.0,0,31
4,7,40,3.258,0.682,18.161,1.036,1.0,1.0,0,31
4,7,37,2.71,0.739,19.419,1.311,1.0,1.0,0,31
4,7,34,2.161,0.374,21.677,2.271,1.0,1.0,0,31
4,7,31,2.129,0.341,24.581,2.896,1.0,1.0,0,31
4,7,28,1.567,0.774,28.846,4.54,0.806,0.839,0,31
4,7,25,0.516,0.926,32.25,4.166,0.258,0.258,0,31
4,7,22,0.0,0.0,,,0.0,0.0,0,31
4,7,19,0.0,0.0,,,0.0,0.0,0,31
4,7,16,0.0,0.0,,,0.0,0.0,0,31
4,7,13,0.0,0.0,,,0.0,0.0,0,31
4,7,10,0.0,0.0,,,0.0,0.0,0,31
5,7,52,3.871,0.341,15.903,0.944,1.0,1.0,0,31
5,7,49,3.71,0.461,16.484,0.851,1.0,1.0,0,31
5,7,46,3.29,0.643,17.581,1.119,1.0,1.0,0,31
5,7,43,2.613,0.715,18.677,1.194,1.0,1.0,0,31
5,7,40,2.129,0.341,19.774,1.606,1.0,1.0,0,31
5,7,37,2.065,0.25,21.839,1.934,1.0,1.0,0,31
5,7,34,1.71,0.461,25.839,3.891,1.0,1.0,0,31
5,7,31,0.926,0.781,29.636,5.287,0.581,0.71,0,31
5,7,28,0.033,0.183,34.0,2.828,0.032,0.065,0,31
5,7,25,0.0,0.0,,,0.0,0.0,0,31
5,7,22,0.0,0.0,,,0.0,0.0,0,31
5,7,19,0.0,0.0,,,0.0,0.0,0,31
5,7,16,0.0,0.0,,,0.0,0.0,0,31
5,7,13,0.0,0.0,,,0.0,0.0,0,31
5,7,10,0.0,0.0,,,0.0,0.0,0,31
6,7,52,1.0,0.0,12.129,0.763,1.0,1.0,0,31
6,7,49,1.0,0.0,12.548,0.888,1.0,1.0,0,31
6,7,46,1.0,0.0,13.161,0.969,1.0,1.0,0,31
6,7,43,1.0,0.0,13.613,0.667,1.0,1.0,0,31
6,7,40,1.0,0.0,14.161,1.068,1.0,1.0,0,31
6,7,37,1.0,0.0,15.065,1.181,1.0,1.0,0,31
6,7,34,1.0,0.0,15.903,1.248,1.0,1.0,0,31
6,7,31,1.0,0.0,16.516,1.895,1.0,1.0,0,31
6,7,28,1.0,0.0,17.581,2.292,1.0,1.0,0,31
6,7,25,1.0,0.0,19.613,2.539,1.0,1.0,0,31
6,7,22,1.0,0.0,21.806,3.167,1.0,1.0,0,31
6,7,19,1.032,0.18,25.032,4.262,1.0,1.0,0,31
6,7,16,1.0,0.0,33.129,7.818,1.0,1.0,0,31
6,7,13,1.0,0.0,36.323,8.158,1.0,1.0,0,31
6,7,10,1.0,0.0,44.613,17.828,1.0,1.0,0,31
7,7,52,4.032,0.18,16.097,0.87,1.0,1.0,0,31
7,7,49,3.903,0.301,17.065,0.854,1.0,1.0,0,31
7,7,46,3.484,0.677,17.871,1.088,1.0,1.0,0,31
7,7,43,3.129,0.67,18.645,1.305,1.0,1.0,0,31
7,7,40,2.581,0.502,20.613,1.687,1.0,1.0,0,31
7,7,37,2.161,0.374,23.29,2.935,1.0,1.0,0,31
7,7,34,2.097,0.301,25.968,2.575,1.0,1.0,0,31
7,7,31,1.367,0.809,29.68,4.819,0.774,0.806,0,31
7,7,28,0.161,0.523,33.0,6.557,0.097,0.097,0,31
7,7,25,0.0,0.0,,,0.0,0.0,0,31
7,7,22,0.0,0.0,,,0.0,0.0,0,31
7,7,19,0.0,0.0,,,0.0,0.0,0,31
7,7,16,0.0,0.0,,,0.0,0.0,0,31
7,7,13,0.0,0.0,,,0.0,0.0,0,31
7,7,10,0.0,0.0,,,0.0,0.0,0,31
8,7,52,4.806,0.402,13.29,1.039,1.0,1.0,0,31
8,7,49,4.677,0.475,13.742,0.965,1.0,1.0,0,31
8,7,46,4.484,0.508,14.548,0.85,1.0,1.0,0,31
8,7,43,4.161,0.374,15.226,0.805,1.0,1.0,0,31
8,7,40,4.0,0.0,16.129,0.885,1.0,1.0,0,31
8,7,37,3.935,0.359,16.839,1.157,1.0,1.0,0,31
8,7,34,3.613,0.495,18.097,2.196,1.0,1.0,0,31
8,7,31,3.032,0.657,19.968,2.47,1.0,1.0,0,31
8,7,28,2.613,0.615,23.774,3.703,1.0,1.0,0,31
8,7,25,2.129,0.846,28.207,6.002,0.935,0.935,0,31
8,7,22,0.793,0.978,34.8,6.646,0.419,0.484,0,31
8,7,19,0.0,0.0,,,0.0,0.0,0,31
8,7,16,0.0,0.0,,,0.0,0.0,0,31
8,7,13,0.0,0.0,,,0.0,0.0,0,31
8,7,10,0.0,0.0,,,0.0,0.0,0,31
9,7,52,4.581,0.502,13.903,0.651,1.0,1.0,0,31
9,7,49,4.484,0.508,14.581,1.311,1.0,1.0,0,31
9,7,46,4.161,0.454,15.258,1.413,1.0,1.0,0,31
9,7,43,4.129,0.428,16.065,0.998,1.0,1.0,0,31
9,7,40,3.806,0.402,17.226,1.283,1.0,1.0,0,31
9,7,37,3.484,0.626,18.258,2.113,1.0,1.0,0,31
9,7,34,2.71,0.529,20.581,1.803,1.0,1.0,0,31
9,7,31,2.677,0.475,21.613,2.028,1.0,1.0,0,31
9,7,28,2.033,0.556,26.9,4.037,0.935,0.968,0,31
9,7,25,0.871,1.056,31.929,5.512,0.452,0.452,0,31
9,7,22,0.032,0.18,20.0,0.0,0.032,0.032,0,31
9,7,19,0.0,0.0,,,0.0,0.0,0,31
9,7,16,0.0,0.0,,,0.0,0.0,0,31
9,7,13,0.0,0.0,,,0.0,0.0,0,31
9,7,10,0.0,0.0,,,0.0,0.0,0,31
10,7,52,2.839,0.454,17.484,1.092,1.0,1.0,0,31
10,7,49,2.548,0.506,18.387,1.054,1.0,1.0,0,31
10,7,46,2.097,0.651,19.161,1.128,1.0,1.0,0,31
10,7,43,1.871,0.428,21.0,1.673,1.0,1.0,0,31
10,7,40,1.452,0.506,23.129,2.5,1.0,1.0,0,31
10,7,37,0.968,0.657,26.083,3.752,0.774,0.774,0,31
10,7,34,0.323,0.541,24.222,3.528,0.29,0.29,0,31
10,7,31,0.0,0.0,,,0.0,0.0,0,31
10,7,28,0.0,0.0,,,0.0,0.0,0,31
10,7,25,0.0,0.0,,,0.0,0.0,0,31
10,7,22,0.0,0.0,,,0.0,0.0,0,31
10,7,19,0.0,0.0,,,0.0,0.0,0,31
10,7,16,0.0,0.0,,,0.0,0.0,0,31
10,7,13,0.0,0.0,,,0.0,0.0,0,31
10,7,10,0.0,0.0,,,0.0,0.0,0,31
11,7,52,1.0,0.0,11.484,0.677,1.0,1.0,0,31
11,7,49,1.032,0.18,11.645,0.709,1.0,1.0,0,31
11,7,46,1.0,0.0,12.258,0.773,1.0,1.0,0,31
11,7,43,1.032,0.18,12.613,0.882,1.0,1.0,0,31
11,7,40,1.0,0.0,13.097,1.012,1.0,1.0,0,31
11,7,37,1.0,0.0,13.581,1.432,1.0,1.0,0,31
11,7,34,1.065,0.25,14.065,0.964,1.0,1.0,0,31
11,7,31,1.0,0.0,15.258,0.965,1.0,1.0,0,31
11,7,28,1.032,0.18,16.613,2.333,1.0,1.0,0,31
11,7,25,1.0,0.0,18.065,1.711,1.0,1.0,0,31
11,7,22,1.032,0.18,20.161,3.579,1.0,1.0,0,31
11,7,19,1.0,0.0,23.548,4.106,1.0,1.0,0,31
11,7,16,1.0,0.0,30.0,8.087,1.0,1.0,0,31
11,7,13,1.0,0.0,30.742,8.733,1.0,1.0,0,31
11,7,10,1.0,0.0,42.097,18.929,1.0,1.0,0,31
12,7,52,4.0,0.258,17.032,0.752,1.0,1.0,0,31
12,7,49,3.613,0.558,17.935,0.814,1.0,1.0,0,31
12,7,46,3.226,0.425,18.774,1.146,1.0,1.0,0,31
12,7,43,2.903,0.301,20.935,1.263,1.0,1.0,0,31
12,7,40,3.0,0.258,22.613,2.246,1.0,1.0,0,31
12,7,37,2.516,0.724,26.5,2.862,0.968,0.968,0,31
12,7,34,1.774,1.023,31.077,4.715,0.839,0.839,0,31
12,7,31,0.29,0.739,30.2,6.301,0.161,0.161,0,31
12,7,28,0.0,0.0,,,0.0,0.0,0,31
12,7,25,0.0,0.0,,,0.0,0.0,0,31
12,7,22,0.0,0.0,,,0.0,0.0,0,31
12,7,19,0.0,0.0,,,0.0,0.0,0,31
12,7,16,0.0,0.0,,,0.0,0.0,0,31
12,7,13,0.0,0.0,,,0.0,0.0,0,31
12,7,10,0.0,0.0,,,0.0,0.0,0,31
13,7,52,3.516,0.508,16.258,0.729,1.0,1.0,0,31
13,7,49,3.0,0.447,17.194,0.946,1.0,1.0,0,31
13,7,46,2.677,0.599,17.935,1.263,1.0,1.0,0,31
13,7,43,2.29,0.643,19.29,1.465,1.0,1.0,0,31
13,7,40,2.0,0.365,21.032,2.198,1.0,1.0,0,31
13,7,37,1.484,0.508,23.742,2.016,1.0,1.0,0,31
13,7,34,0.893,0.832,26.95,3.845,0.548,0.645,0,31
13,7,31,0.233,0.568,28.333,3.724,0.161,0.194,0,31
13,7,28,0.0,0.0,,,0.0,0.0,0,31
13,7,25,0.0,0.0,,,0.0,0.0,0,31
13,7,22,0.0,0.0,,,0.0,0.0,0,31
13,7,19,0.0,0.0,,,0.0,0.0,0,31
13,7,16,0.0,0.0,,,0.0,0.0,0,31
13,7,13,0.0,0.0,,,0.0,0.0,0,31
13,7,10,0.0,0.0,,,0.0,0.0,0,31
14,7,52,4.71,0.461,14.613,0.667,1.0,1.0,0,31
14,7,49,4.484,0.508,15.323,0.871,1.0,1.0,0,31
14,7,46,4.194,0.402,16.129,0.885,1.0,1.0,0,31
14,7,43,4.032,0.482,16.71,1.006,1.0,1.0,0,31
14,7,40,3.774,0.425,17.355,1.112,1.0,1.0,0,31
14,7,37,3.323,0.475,19.032,1.278,1.0,1.0,0,31
14,7,34,3.097,0.301,20.516,2.657,1.0,1.0,0,31
14,7,31,2.935,0.25,23.742,3.741,1.0,1.0,0,31
14,7,28,2.323,0.871,26.586,4.049,0.935,0.935,0,31
14,7,25,1.0,1.195,29.533,5.914,0.419,0.484,0,31
14,7,22,0.0,0.0,,,0.0,0.0,0,31
14,7,19,0.0,0.0,,,0.0,0.0,0,31
14,7,16,0.0,0.0,,,0.0,0.0,0,31
14,7,13,0.0,0.0,,,0.0,0.0,0,31
14,7,10,0.0,0.0,,,0.0,0.0,0,31
15,7,52,1.0,0.0,12.258,0.729,1.0,1.0,0,31
15,7,49,1.0,0.0,12.613,0.844,1.0,1.0,0,31
15,7,46,1.0,0.0,12.903,1.044,1.0,1.0,0,31
15,7,43,1.0,0.0,13.613,0.919,1.0,1.0,0,31
15,7,40,1.0,0.0,14.097,0.79,1.0,1.0,0,31
15,7,37,1.0,0.0,14.935,1.413,1.0,1.0,0,31
15,7,34,1.0,0.0,15.806,1.25,1.0,1.0,0,31
15,7,31,1.0,0.0,16.839,2.162,1.0,1.0,0,31
15,7,28,1.0,0.0,17.226,3.243,1.0,1.0,0,31
15,7,25,1.0,0.0,19.774,3.232,1.0,1.0,0,31
15,7,22,1.0,0.0,21.129,2.825,1.0,1.0,0,31
15,7,19,1.0,0.0,26.258,5.842,1.0,1.0,0,31
15,7,16,1.0,0.0,31.419,6.903,1.0,1.0,0,31
15,7,13,1.032,0.18,34.032,9.506,1.0,1.0,0,31
15,7,10,1.0,0.0,41.548,15.071,1.0,1.0,0,31
16,7,52,5.548,0.506,14.097,0.79,1.0,1.0,0,31
16,7,49,3.355,2.811,14.806,1.046,1.0,1.0,0,31
16,7,46,3.903,1.938,15.71,1.371,1.0,1.0,0,31
16,7,43,4.935,0.814,16.129,0.922,1.0,1.0,0,31
16,7,40,4.516,1.092,16.839,1.036,1.0,1.0,0,31
16,7,37,3.806,1.376,17.871,1.258,1.0,1.0,0,31
16,7,34,2.871,1.31,19.903,1.758,1.0,1.0,0,31
16,7,31,2.774,1.257,21.097,2.166,1.0,1.0,0,31
16,7,28,2.355,1.05,23.967,3.586,0.968,0.968,0,31
16,7,25,2.161,0.86,30.516,5.904,1.0,1.0,0,31
16,7,22,1.29,1.131,33.19,7.58,0.677,0.677,0,31
16,7,19,0.5,0.82,45.0,10.17,0.323,0.258,0,31
16,7,16,0.097,0.301,,,0.097,0.0,0,31
16,7,13,0.226,0.617,,,0.161,0.0,0,31
16,7,10,0.0,0.0,,,0.0,0.0,0,31
17,7,52,4.355,1.018,14.194,0.946,1.0,1.0,0,31
17,7,49,4.0,0.894,14.935,0.727,1.0,1.0,0,31
17,7,46,3.71,1.101,15.516,0.89,1.0,1.0,0,31
17,7,43,4.065,0.359,16.258,1.094,1.0,1.0,0,31
17,7,40,3.516,0.962,17.548,1.287,1.0,1.0,0,31
17,7,37,3.194,0.91,18.613,2.124,1.0,1.0,0,31
17,7,34,3.032,0.752,19.71,1.657,1.0,1.0,0,31
17,7,31,2.484,0.626,22.839,4.001,1.0,1.0,0,31
17,7,28,1.419,0.923,25.696,3.253,0.742,0.742,0,31
17,7,25,0.581,0.886,30.4,4.169,0.355,0.323,0,31
17,7,22,0.065,0.359,28.0,0.0,0.032,0.032,0,31
17,7,19,0.065,0.25,,,0.065,0.0,0,31
17,7,16,0.032,0.18,,,0.032,0.0,0,31
17,7,13,0.065,0.25,,,0.065,0.0,0,31
17,7,10,0.032,0.18,,,0.032,0.0,0,31
18,7,52,3.484,0.926,14.806,1.537,1.0,1.0,0,31
18,7,49,3.258,1.094,15.258,0.999,1.0,1.0,0,31
18,7,46,3.097,1.044,15.581,1.232,1.0,1.0,0,31
18,7,43,2.742,0.855,16.742,0.893,1.0,1.0,0,31
18,7,40,2.484,0.851,18.129,1.784,1.0,1.0,0,31
18,7,37,2.032,0.605,19.161,1.594,1.0,1.0,0,31
18,7,34,1.871,0.499,20.581,1.911,1.0,1.0,0,31
18,7,31,1.355,0.551,24.138,2.232,0.968,0.935,0,31
18,7,28,1.267,0.785,26.542,3.845,0.774,0.774,0,31
18,7,25,0.367,0.615,27.875,3.98,0.29,0.258,0,31
18,7,22,0.032,0.18,,,0.032,0.0,0,31
18,7,19,0.032,0.18,,,0.032,0.0,0,31
18,7,16,0.0,0.0,,,0.0,0.0,0,31
18,7,13,0.129,0.562,31.0,0.0,0.065,0.032,0,31
18,7,10,0.0,0.0,,,0.0,0.0,0,31
19,7,52,3.839,0.779,15.161,1.036,1.0,1.0,0,31
19,7,49,3.968,0.18,15.871,0.806,1.0,1.0,0,31
19,7,46,3.645,0.839,16.258,1.21,1.0,1.0,0,31
19,7,43,3.71,0.529,17.355,1.05,1.0,1.0,0,31
19,7,40,2.774,0.884,18.419,1.455,1.0,1.0,0,31
19,7,37,2.323,0.748,19.452,1.71,1.0,1.0,0,31
19,7,34,2.452,0.568,21.871,2.156,1.0,1.0,0,31
19,7,31,2.0,0.447,24.29,3.258,1.0,1.0,0,31
19,7,28,1.567,0.679,30.0,5.544,0.871,0.903,0,31
19,7,25,0.552,0.87,33.727,4.962,0.29,0.355,0,31
19,7,22,0.067,0.254,41.0,9.539,0.065,0.097,0,31
19,7,19,0.0,0.0,,,0.0,0.0,0,31
19,7,16,0.0,0.0,,,0.0,0.0,0,31
19,7,13,0.0,0.0,,,0.0,0.0,0,31
19,7,10,0.0,0.0,,,0.0,0.0,0,31
20,7,52,3.774,0.99,14.29,1.321,1.0,1.0,0,31
20,7,49,3.452,1.287,14.613,0.919,1.0,1.0,0,31
20,7,46,3.516,1.151,15.161,0.898,1.0,1.0,0,31
20,7,43,3.516,0.811,15.742,0.93,1.0,1.0,0,31
20,7,40,3.0,1.238,16.484,1.842,1.0,1.0,0,31
20,7,37,2.548,0.995,18.065,1.263,1.0,1.0,0,31
20,7,34,2.323,0.832,19.903,1.972,1.0,1.0,0,31
20,7,31,1.742,0.575,21.903,2.785,1.0,1.0,0,31
20,7,28,1.71,0.461,25.333,4.581,1.0,0.968,0,31
20,7,25,0.967,0.809,29.619,5.094,0.645,0.677,0,31
20,7,22,0.194,0.477,29.0,6.083,0.161,0.097,0,31
20,7,19,0.161,0.454,29.0,0.0,0.129,0.032,0,31
20,7,16,0.065,0.25,,,0.065,0.0,0,31
20,7,13,0.129,0.341,,,0.129,0.0,0,31
20,7,10,0.097,0.396,,,0.065,0.0,0,31
21,7,52,3.097,0.473,15.871,1.088,1.0,1.0,0,31
21,7,49,3.0,0.0,16.387,0.919,1.0,1.0,0,31
21,7,46,2.742,0.445,17.29,1.189,1.0,1.0,0,31
21,7,43,2.355,0.661,18.452,1.207,1.0,1.0,0,31
21,7,40,1.774,0.56,20.581,2.203,1.0,1.0,0,31
21,7,37,1.419,0.62,22.034,2.026,0.935,0.935,0,31
21,7,34,0.871,0.763,24.5,2.565,0.645,0.645,0,31
21,7,31,0.393,0.567,27.462,5.333,0.323,0.419,0,31
21,7,28,0.032,0.18,25.0,0.0,0.032,0.032,0,31
21,7,25,0.0,0.0,,,0.0,0.0,0,31
21,7,22,0.0,0.0,,,0.0,0.0,0,31
21,7,19,0.0,0.0,,,0.0,0.0,0,31
21,7,16,0.0,0.0,,,0.0,0.0,0,31
21,7,13,0.0,0.0,,,0.0,0.0,0,31
21,7,10,0.0,0.0,,,0.0,0.0,0,31
22,7,52,4.903,1.375,13.677,0.832,1.0,1.0,0,31
22,7,49,4.903,1.106,14.645,0.915,1.0,1.0,0,31
22,7,46,4.935,0.814,15.419,1.587,1.0,1.0,0,31
22,7,43,4.226,1.606,15.806,0.98,1.0,1.0,0,31
22,7,40,4.484,1.061,16.548,1.207,1.0,1.0,0,31
22,7,37,3.613,1.383,17.968,1.494,1.0,1.0,0,31
22,7,34,3.258,1.094,19.71,1.657,1.0,1.0,0,31
22,7,31,3.0,0.931,22.032,2.763,1.0,1.0,0,31
22,7,28,3.065,0.68,25.129,3.792,1.0,1.0,0,31
22,7,25,1.8,1.157,33.708,11.947,0.806,0.774,0,31
22,7,22,0.387,0.667,45.5,8.426,0.29,0.129,0,31
22,7,19,0.129,0.341,,,0.129,0.0,0,31
22,7,16,0.065,0.25,,,0.065,0.0,0,31
22,7,13,0.097,0.301,,,0.097,0.0,0,31
22,7,10,0.129,0.341,,,0.129,0.0,0,31
23,7,52,4.355,2.214,13.806,0.792,1.0,1.0,0,31
23,7,49,3.871,2.202,14.548,1.121,1.0,1.0,0,31
23,7,46,4.129,1.91,14.903,0.978,1.0,1.0,0,31
23,7,43,5.032,1.169,15.71,1.006,1.0,1.0,0,31
23,7,40,3.839,1.753,16.645,1.305,1.0,1.0,0,31
23,7,37,3.935,1.548,17.516,1.235,1.0,1.0,0,31
23,7,34,3.29,1.532,18.774,1.746,1.0,1.0,0,31
23,7,31,3.0,1.291,21.194,2.688,1.0,1.0,0,31
23,7,28,2.871,1.056,24.645,2.497,1.0,1.0,0,31
23,7,25,2.4,1.07,29.548,5.668,0.968,1.0,0,31
23,7,22,1.71,1.16,34.19,8.171,0.839,0.677,0,31
23,7,19,0.516,0.769,29.667,4.163,0.387,0.097,0,31
23,7,16,0.226,0.425,,,0.226,0.0,0,31
23,7,13,0.194,0.402,,,0.194,0.0,0,31
23,7,10,0.161,0.374,,,0.161,0.0,0,31
24,7,52,4.29,1.847,14.452,0.925,1.0,1.0,0,31
24,7,49,4.419,1.544,15.355,0.915,1.0,1.0,0,31
24,7,46,3.516,1.913,15.323,0.945,1.0,1.0,0,31
24,7,43,3.903,1.777,16.0,0.966,1.0,1.0,0,31
24,7,40,3.839,1.614,17.0,1.317,1.0,1.0,0,31
24,7,37,3.032,1.378,18.516,1.749,1.0,1.0,0,31
24,7,34,3.161,0.779,20.774,2.629,1.0,1.0,0,31
24,7,31,2.581,1.025,22.032,2.008,1.0,1.0,0,31
24,7,28,2.29,0.973,23.806,2.12,1.0,1.0,0,31
24,7,25,2.226,0.805,32.935,6.191,1.0,1.0,0,31
24,7,22,1.258,1.032,34.158,6.962,0.71,0.613,0,31
24,7,19,0.367,0.85,39.6,8.877,0.226,0.161,0,31
24,7,16,0.194,0.402,,,0.194,0.0,0,31
24,7,13,0.097,0.301,,,0.097,0.0,0,31
24,7,10,0.129,0.341,,,0.129,0.0,0,31
25,7,52,2.129,3.509,12.677,0.871,1.0,1.0,0,31
25,7,49,1.935,2.337,13.194,1.078,1.0,1.0,0,31
25,7,46,1.226,1.087,13.516,0.769,1.0,1.0,0,31
25,7,43,2.032,3.361,14.129,0.957,1.0,1.0,0,31
25,7,40,1.935,2.874,14.677,0.871,1.0,1.0,0,31
25,7,37,2.0,2.582,15.677,0.909,1.0,1.0,0,31
25,7,34,1.484,1.768,16.581,1.361,1.0,1.0,0,31
25,7,31,1.323,1.137,17.806,1.6,1.0,1.0,0,31
25,7,28,2.161,3.446,19.613,2.29,1.0,1.0,0,31
25,7,25,1.516,1.122,22.516,2.839,1.0,1.0,0,31
25,7,22,1.871,2.526,26.226,5.408,1.0,1.0,0,31
25,7,19,1.613,1.626,31.065,6.413,1.0,1.0,0,31
25,7,16,1.581,2.218,35.355,8.093,1.0,1.0,0,31
25,7,13,1.839,2.634,37.613,9.955,1.0,1.0,0,31
25,7,10,1.032,0.605,32.125,8.973,0.935,0.516,0,31
26,7,52,5.613,1.308,13.129,0.499,1.0,1.0,0,31
26,7,49,5.839,0.374,13.258,0.729,1.0,1.0,0,31
26,7,46,5.613,0.495,13.968,0.547,1.0,1.0,0,31
26,7,43,5.194,0.91,14.71,0.938,1.0,1.0,0,31
26,7,40,5.0,0.816,15.484,0.926,1.0,1.0,0,31
26,7,37,4.968,0.315,16.484,1.18,1.0,1.0,0,31
26,7,34,4.839,0.374,17.129,1.147,1.0,1.0,0,31
26,7,31,4.323,0.599,18.323,1.222,1.0,1.0,0,31
26,7,28,3.871,0.718,20.935,2.38,1.0,1.0,0,31
26,7,25,3.484,0.926,24.516,4.925,1.0,1.0,0,31
26,7,22,2.9,1.062,31.067,8.258,0.935,0.968,0,31
26,7,19,0.871,1.176,35.167,8.189,0.387,0.387,0,31
26,7,16,0.0,0.0,,,0.0,0.0,0,31
26,7,13,0.032,0.18,,,0.032,0.0,0,31
26,7,10,0.0,0.0,,,0.0,0.0,0,31
27,7,52,1.0,0.0,11.871,0.718,1.0,1.0,0,31
27,7,49,1.0,0.0,12.613,0.882,1.0,1.0,0,31
27,7,46,1.0,0.0,12.903,1.076,1.0,1.0,0,31
27,7,43,1.0,0.0,13.0,1.065,1.0,1.0,0,31
27,7,40,1.0,0.0,13.871,0.846,1.0,1.0,0,31
27,7,37,1.0,0.0,14.387,0.919,1.0,1.0,0,31
27,7,34,1.0,0.0,15.226,1.961,1.0,1.0,0,31
27,7,31,1.0,0.0,16.355,1.518,1.0,1.0,0,31
27,7,28,1.0,0.0,17.935,1.59,1.0,1.0,0,31
27,7,25,1.0,0.0,18.71,1.97,1.0,1.0,0,31
27,7,22,1.0,0.0,19.677,4.166,1.0,1.0,0,31
27,7,19,1.0,0.0,27.226,5.993,1.0,1.0,0,31
27,7,16,1.0,0.0,32.355,8.252,1.0,1.0,0,31
27,7,13,1.0,0.0,31.613,9.625,1.0,1.0,0,31
27,7,10,1.0,0.0,41.774,39.534,1.0,1.0,0,31
28,7,52,5.065,0.25,14.0,0.856,1.0,1.0,0,31
28,7,49,5.0,0.0,14.419,1.089,1.0,1.0,0,31
28,7,46,5.0,0.258,15.097,0.944,1.0,1.0,0,31
28,7,43,4.774,0.425,15.968,0.836,1.0,1.0,0,31
28,7,40,4.742,0.514,16.742,0.999,1.0,1.0,0,31
28,7,37,4.194,0.543,17.677,1.536,1.0,1.0,0,31
28,7,34,3.613,0.667,19.194,1.759,1.0,1.0,0,31
28,7,31,3.29,0.461,20.774,2.061,1.0,1.0,0,31
28,7,28,3.097,0.301,23.419,2.618,1.0,1.0,0,31
28,7,25,2.742,0.514,28.548,5.549,1.0,1.0,0,31
28,7,22,1.621,1.178,36.636,7.712,0.645,0.71,0,31
28,7,19,0.1,0.403,44.333,10.693,0.065,0.097,0,31
28,7,16,0.0,0.0,,,0.0,0.0,0,31
28,7,13,0.0,0.0,,,0.0,0.0,0,31
28,7,10,0.0,0.0,,,0.0,0.0,0,31
29,7,52,3.065,0.359,16.903,1.423,1.0,1.0,0,31
29,7,49,2.71,0.529,17.742,0.855,1.0,1.0,0,31
29,7,46,2.355,0.551,18.581,1.089,1.0,1.0,0,31
29,7,43,1.903,0.473,20.548,2.014,1.0,1.0,0,31
29,7,40,1.645,0.486,22.032,2.121,1.0,1.0,0,31
29,7,37,1.387,0.558,25.3,2.806,0.968,0.968,0,31
29,7,34,0.407,0.501,28.533,4.565,0.355,0.484,0,31
29,7,31,0.036,0.189,34.75,5.188,0.032,0.129,0,31
29,7,28,0.0,0.0,,,0.0,0.0,0,31
29,7,25,0.0,0.0,,,0.0,0.0,0,31
29,7,22,0.0,0.0,,,0.0,0.0,0,31
29,7,19,0.0,0.0,,,0.0,0.0,0,31
29,7,16,0.0,0.0,,,0.0,0.0,0,31
29,7,13,0.0,0.0,,,0.0,0.0,0,31
29,7,10,0.0,0.0,,,0.0,0.0,0,31
30,7,52,4.871,0.499,14.581,0.672,1.0,1.0,0,31
30,7,49,4.645,0.486,15.323,0.945,1.0,1.0,0,31
30,7,46,4.387,0.558,15.903,1.68,1.0,1.0,0,31
30,7,43,4.161,0.374,16.323,0.945,1.0,1.0,0,31
30,7,40,3.935,0.629,17.452,1.028,1.0,1.0,0,31
30,7,37,3.29,0.529,18.935,1.482,1.0,1.0,0,31
30,7,34,3.065,0.512,20.935,2.235,1.0,1.0,0,31
30,7,31,2.548,0.506,22.645,3.479,1.0,1.0,0,31
30,7,28,2.448,0.506,26.613,5.077,0.935,1.0,0,31
30,7,25,1.871,0.922,30.393,5.202,0.903,0.903,0,31
30,7,22,0.2,0.484,39.333,3.502,0.161,0.194,0,31
30,7,19,0.0,0.0,,,0.0,0.0,0,31
30,7,16,0.0,0.0,,,0.0,0.0,0,31
30,7,13,0.0,0.0,,,0.0,0.0,0,31
30,7,10,0.0,0.0,,,0.0,0.0,0,31
31,7,52,4.0,0.258,15.226,0.884,1.0,1.0,0,31
31,7,49,3.935,0.25,15.419,1.232,1.0,1.0,0,31
31,7,46,3.645,0.551,16.71,1.071,1.0,1.0,0,31
31,7,43,3.419,0.564,17.419,1.089,1.0,1.0,0,31
31,7,40,2.742,0.729,18.774,1.927,1.0,1.0,0,31
31,7,37,2.097,0.396,20.613,1.726,1.0,1.0,0,31
31,7,34,1.967,0.32,24.935,6.218,0.968,1.0,0,31
31,7,31,1.667,0.758,28.63,6.301,0.839,0.871,0,31
31,7,28,0.3,0.702,32.5,5.788,0.161,0.194,0,31
31,7,25,0.0,0.0,,,0.0,0.0,0,31
31,7,22,0.0,0.0,,,0.0,0.0,0,31
31,7,19,0.0,0.0,,,0.0,0.0,0,31
31,7,16,0.0,0.0,,,0.0,0.0,0,31
31,7,13,0.0,0.0,,,0.0,0.0,0,31
