voltage	tot_avg	tot_std	toa_avg	toa_std	efficiency
800	nan	nan	nan	nan	0.0
775	nan	nan	nan	nan	0.0
750	nan	nan	nan	nan	0.0
725	nan	nan	nan	nan	0.0
700	nan	nan	nan	nan	0.0
