voltage	tot_avg	tot_std	toa_avg	toa_std	efficiency
800	nan	nan	nan	nan	0.0
750	nan	nan	nan	nan	0.0
700	nan	nan	nan	nan	0.0
650	nan	nan	nan	nan	0.0
600	nan	nan	nan	nan	0.0
550	nan	nan	nan	nan	0.0
500	nan	nan	nan	nan	0.0
