voltage	tot_avg	tot_std	toa_avg	toa_std	efficiency
800	13.0	0.0	nan	0.0	0.0
750	13.0	0.0	nan	0.0	0.0
700	13.0	0.0	nan	0.0	0.0
650	13.0	0.0	nan	0.0	0.0
600	13.0	0.0	nan	0.0	0.0
550	12.0	0.0	nan	0.0	0.0
500	12.0	0.0	nan	0.0	0.0
450	11.0	0.0	nan	0.0	0.0
400	10.0	0.0	nan	0.0	0.0
350	9.0	0.0	nan	0.0	0.0
300	8.0	0.0	nan	0.0	0.0
250	6.0	0.0	nan	0.0	0.0
200	4.0	0.0	nan	0.0	0.0
150	2.0	0.0	nan	0.0	0.0
100	nan	0.0	nan	0.0	0.0
50	nan	0.0	nan	0.0	0.0
