voltage	tot_avg	tot_std	toa_avg	toa_std	efficiency
500	14	0.0	nan	0.0	0.0
400	12	0.0	nan	0.0	0.0
300	10	0.0	nan	0.0	0.0
200	6	0.0	nan	0.0	0.0
100	1	0.0	nan	0.0	0.0
