voltage	tot_avg	tot_std	toa_avg	toa_std	efficiency
450	18.4	0.5163977794943223	nan	nan	1.0
449	19.0	0.0	255.0	0.0	0.5
448	nan	nan	nan	nan	0.0
447	nan	nan	nan	nan	0.0
446	nan	nan	nan	nan	0.0
